college_name,season,confirmed_division,data_confidence,total_graduating_seniors,player_name,player_position,player_minutes_played,official_roster_url,notes
Adams State,2025-26,D2,85%,9,Francesco Boscolo Moretto,Defender,1101,https://asugrizzlies.com/sports/mens-soccer/roster,Graduate Student
Adams State,2025-26,D2,85%,9,Tobias Sereinig,Forward,931,https://asugrizzlies.com/sports/mens-soccer/roster,Senior
Adams State,2025-26,D2,85%,9,Corbin Desbouillons,Defender,30,https://asugrizzlies.com/sports/mens-soccer/roster,Senior
Adams State,2025-26,D2,85%,9,John Adu Marfo,Defender,100,https://asugrizzlies.com/sports/mens-soccer/roster,Senior
Adams State,2025-26,D2,85%,9,Avery Richards,Forward,908,https://asugrizzlies.com/sports/mens-soccer/roster,Senior
Adams State,2025-26,D2,85%,9,Justin Lintonsmith,Forward,150,https://asugrizzlies.com/sports/mens-soccer/roster,Redshirt Senior
Adams State,2025-26,D2,85%,9,Frank Angelo Dufitumukiza,Midfielder,358,https://asugrizzlies.com/sports/mens-soccer/roster,Graduate Student
Adams State,2025-26,D2,85%,9,Berend Heijmans,Defender,596,https://asugrizzlies.com/sports/mens-soccer/roster,Senior
Adams State,2025-26,D2,85%,9,Matteo Branger,Midfielder,714,https://asugrizzlies.com/sports/mens-soccer/roster,Graduate Student
Adelphi,2025-26,D2,85%,15,Andrea Farinella,Goalkeeper,0,https://aupanthers.com/sports/mens-soccer/roster,Senior
Adelphi,2025-26,D2,85%,15,Gianluca Intranuovo,Goalkeeper,0,https://aupanthers.com/sports/mens-soccer/roster,Senior
Adelphi,2025-26,D2,85%,15,Joseph Blackton,Defender,1,https://aupanthers.com/sports/mens-soccer/roster,Senior
Adelphi,2025-26,D2,85%,15,Sam Nolan,Midfielder,0,https://aupanthers.com/sports/mens-soccer/roster,Senior
Adelphi,2025-26,D2,85%,15,Gonzalo Gil,Forward,2,https://aupanthers.com/sports/mens-soccer/roster,Senior
Adelphi,2025-26,D2,85%,15,Luca Boast,Midfielder,0,https://aupanthers.com/sports/mens-soccer/roster,Senior
Adelphi,2025-26,D2,85%,15,Andrew Watson,Defender,0,https://aupanthers.com/sports/mens-soccer/roster,Senior
Adelphi,2025-26,D2,85%,15,Tyler Dwyer,Midfielder,0,https://aupanthers.com/sports/mens-soccer/roster,Senior
Adelphi,2025-26,D2,85%,15,Stephen Betz,Midfielder,2,https://aupanthers.com/sports/mens-soccer/roster,Graduate Student
Adelphi,2025-26,D2,85%,15,Lucas Nicolaou,Defender,2,https://aupanthers.com/sports/mens-soccer/roster,Graduate Student
Adelphi,2025-26,D2,85%,15,Alessio Consoli,Midfielder,0,https://aupanthers.com/sports/mens-soccer/roster,Senior
Adelphi,2025-26,D2,85%,15,Daniele Bottazzo,Defender,0,https://aupanthers.com/sports/mens-soccer/roster,Senior
Adelphi,2025-26,D2,85%,15,Richard Debrosse,Forward,2,https://aupanthers.com/sports/mens-soccer/roster,Senior
Adelphi,2025-26,D2,85%,15,Callum Walmsley,Defender,0,https://aupanthers.com/sports/mens-soccer/roster,Senior
Adelphi,2025-26,D2,85%,15,Rory Duggan,Forward,4,https://aupanthers.com/sports/mens-soccer/roster,Graduate Student
Alabama Huntsville,2025-26,D2,85%,7,Angello Karadzhinov,Defender,14,https://uahchargers.com/sports/mens-soccer/roster,Senior
Alabama Huntsville,2025-26,D2,85%,7,Phillip Seifert,Forward,1272,https://uahchargers.com/sports/mens-soccer/roster,Graduate Student
Alabama Huntsville,2025-26,D2,85%,7,Brewer Wall,Midfielder,0,https://uahchargers.com/sports/mens-soccer/roster,Senior
Alabama Huntsville,2025-26,D2,85%,7,Xavier Martin,Midfielder,398,https://uahchargers.com/sports/mens-soccer/roster,Senior
Alabama Huntsville,2025-26,D2,85%,7,Harvey Hewson,Defender,1530,https://uahchargers.com/sports/mens-soccer/roster,Senior
Alabama Huntsville,2025-26,D2,85%,7,Ross Degroot,Forward,33,https://uahchargers.com/sports/mens-soccer/roster,Senior
Alabama Huntsville,2025-26,D2,85%,7,Henry Mpagi Jr ,Midfielder,1141,https://uahchargers.com/sports/mens-soccer/roster,Senior
American International,2025-26,D2,85%,1,Javier Sol Mart Nez,,0,https://aicyellowjackets.com/sports/mens-soccer/roster,Senior
Anderson (SC),2025-26,D2,85%,16,Franco Antoniolli,Goalkeeper,1745,https://autrojans.com/sports/mens-soccer/roster,Senior
Anderson (SC),2025-26,D2,85%,16,Caleb Mcdowall,Defender,0,https://autrojans.com/sports/mens-soccer/roster,Senior
Anderson (SC),2025-26,D2,85%,16,Marc Vila,Defender,1745,https://autrojans.com/sports/mens-soccer/roster,Redshirt Senior
Anderson (SC),2025-26,D2,85%,16,Tiago Perez,Defender,1731,https://autrojans.com/sports/mens-soccer/roster,Senior
Anderson (SC),2025-26,D2,85%,16,Leone Corzani,Forward,370,https://autrojans.com/sports/mens-soccer/roster,Graduate Student
Anderson (SC),2025-26,D2,85%,16,Jonas Zethofer,Forward,1075,https://autrojans.com/sports/mens-soccer/roster,Graduate Student
Anderson (SC),2025-26,D2,85%,16,Adrian Castillo,Forward,49,https://autrojans.com/sports/mens-soccer/roster,Graduate Student
Anderson (SC),2025-26,D2,85%,16,James Deadwyler,Defender,93,https://autrojans.com/sports/mens-soccer/roster,Senior
Anderson (SC),2025-26,D2,85%,16,Joachim Koch,Midfielder,1471,https://autrojans.com/sports/mens-soccer/roster,Graduate Student
Anderson (SC),2025-26,D2,85%,16,Emmanuel Arkoh,Forward,1179,https://autrojans.com/sports/mens-soccer/roster,Graduate Student
Anderson (SC),2025-26,D2,85%,16,Juan Jose Alvarez,Forward,440,https://autrojans.com/sports/mens-soccer/roster,Senior
Anderson (SC),2025-26,D2,85%,16,Santiago Arce,Forward,187,https://autrojans.com/sports/mens-soccer/roster,Graduate Student
Anderson (SC),2025-26,D2,85%,16,Jordan Lester,Forward,10,https://autrojans.com/sports/mens-soccer/roster,Senior
Anderson (SC),2025-26,D2,85%,16,Alejandro Perez,Midfielder,18,https://autrojans.com/sports/mens-soccer/roster,Senior
Anderson (SC),2025-26,D2,85%,16,Amos Uber,Goalkeeper,5,https://autrojans.com/sports/mens-soccer/roster,Graduate Student
Anderson (SC),2025-26,D2,85%,16,Joshua Small,Forward,0,https://autrojans.com/sports/mens-soccer/roster,Senior
Ashland,2025-26,D2,85%,11,Roland Ntow,Midfielder,21,https://goashlandeagles.com/sports/mens-soccer/roster,Redshirt Senior
Ashland,2025-26,D2,85%,11,Grant Koplinski,Midfielder,40,https://goashlandeagles.com/sports/mens-soccer/roster,Senior
Ashland,2025-26,D2,85%,11,Riki Soto,Midfielder,1363,https://goashlandeagles.com/sports/mens-soccer/roster,Redshirt Senior
Ashland,2025-26,D2,85%,11,Rodri Jimenez,Forward,1258,https://goashlandeagles.com/sports/mens-soccer/roster,Senior
Ashland,2025-26,D2,85%,11,Alex James,Forward,295,https://goashlandeagles.com/sports/mens-soccer/roster,Redshirt Senior
Ashland,2025-26,D2,85%,11,Flynn Toon,Defender,1481,https://goashlandeagles.com/sports/mens-soccer/roster,Senior
Ashland,2025-26,D2,85%,11,Alex Ocampo,Midfielder,5,https://goashlandeagles.com/sports/mens-soccer/roster,Redshirt Senior
Ashland,2025-26,D2,85%,11,Soshi Tanaka,Forward,900,https://goashlandeagles.com/sports/mens-soccer/roster,Senior
Ashland,2025-26,D2,85%,11,Augustin Warnod,Goalkeeper,0,https://goashlandeagles.com/sports/mens-soccer/roster,Graduate Student
Ashland,2025-26,D2,85%,11,Abdul Kawa,Defender,1033,https://goashlandeagles.com/sports/mens-soccer/roster,Senior
Ashland,2025-26,D2,85%,11,Jacob Myers,Forward,0,https://goashlandeagles.com/sports/mens-soccer/roster,Senior
Assumption,2025-26,D2,85%,6,Cathal Carney,Goalkeeper,1170,https://assumptiongreyhounds.com/sports/mens-soccer/roster,Senior
Assumption,2025-26,D2,85%,6,Axel Gerremo,Defender,838,https://assumptiongreyhounds.com/sports/mens-soccer/roster,Senior
Assumption,2025-26,D2,85%,6,Isac Williamson,Forward,299,https://assumptiongreyhounds.com/sports/mens-soccer/roster,Senior
Assumption,2025-26,D2,85%,6,Sebastian Podgorny,Goalkeeper,90,https://assumptiongreyhounds.com/sports/mens-soccer/roster,Senior
Assumption,2025-26,D2,85%,6,Hunter Lepage,Defender,577,https://assumptiongreyhounds.com/sports/mens-soccer/roster,Senior
Assumption,2025-26,D2,85%,6,Trevor Swanbeck,Forward,218,https://assumptiongreyhounds.com/sports/mens-soccer/roster,Senior
Auburn Montgomery,2025-26,D2,85%,6,Jamie Ward,Defender,1405,https://aumathletics.com/sports/mens-soccer/roster,Senior
Auburn Montgomery,2025-26,D2,85%,6,Sean Keane,Midfielder,1329,https://aumathletics.com/sports/mens-soccer/roster,Senior
Auburn Montgomery,2025-26,D2,85%,6,Jonas Gunther,Midfielder,1025,https://aumathletics.com/sports/mens-soccer/roster,Senior
Auburn Montgomery,2025-26,D2,85%,6,Alexander Carey,Midfielder,787,https://aumathletics.com/sports/mens-soccer/roster,Senior
Auburn Montgomery,2025-26,D2,85%,6,Austin Davis,Defender,76,https://aumathletics.com/sports/mens-soccer/roster,Senior
Auburn Montgomery,2025-26,D2,85%,6,Mikayil Bacar Said,Midfielder,836,https://aumathletics.com/sports/mens-soccer/roster,Senior
Barry,2025-26,D2,85%,5,Didier Jean Baptiste,Forward,124,https://gobarrybucs.com/sports/mens-soccer/roster,Senior
Barry,2025-26,D2,85%,5,Filipe Moreira,Midfielder,0,https://gobarrybucs.com/sports/mens-soccer/roster,Senior
Barry,2025-26,D2,85%,5,Juan Santana,Forward,385,https://gobarrybucs.com/sports/mens-soccer/roster,Senior
Barry,2025-26,D2,85%,5,Sebastian Tascon,Midfielder,0,https://gobarrybucs.com/sports/mens-soccer/roster,Senior
Barry,2025-26,D2,85%,5,Uros Vulovic,Defender,349,https://gobarrybucs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Bruno Sire,Goalkeeper,41,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Pedro Bonfa,Goalkeeper,981,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Jeremy Alvarez,Defender,1278,https://bartonbulldogs.com/sports/mens-soccer/roster,Graduate Student
Barton,2025-26,D2,85%,19,Zeno Rodatz,Defender,1384,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Blake Grove,Forward,1331,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Yuki Minari,Forward,441,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Kaleb Steward,Forward,12,https://bartonbulldogs.com/sports/mens-soccer/roster,Graduate Student
Barton,2025-26,D2,85%,19,Sora Watanabe,Midfielder,774,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Jacob Gompers,Defender,617,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Eduardo Gonzalez,Forward,43,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Jackson Marchman,Defender,25,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Jannik Stockfisch,Defender,27,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Alejandro Sepulveda,Goalkeeper,457,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Moises Navar,Midfielder,31,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Alfonso Perez,Midfielder,37,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Ron Creighton,Midfielder,5,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Tommy Migliarotti,Forward,0,https://bartonbulldogs.com/sports/mens-soccer/roster,Graduate Student
Barton,2025-26,D2,85%,19,Anthony Nunez,Defender,0,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Barton,2025-26,D2,85%,19,Carlos Chavez,Midfielder,0,https://bartonbulldogs.com/sports/mens-soccer/roster,Senior
Belmont Abbey,2025-26,D2,85%,11,Nick Allen,Goalkeeper,0,https://abbeyathletics.com/sports/mens-soccer/roster,Graduate Student
Belmont Abbey,2025-26,D2,85%,11,Bubby Towns,Forward,108,https://abbeyathletics.com/sports/mens-soccer/roster,Senior
Belmont Abbey,2025-26,D2,85%,11,Sam Jordan,Forward,1133,https://abbeyathletics.com/sports/mens-soccer/roster,Graduate Student
Belmont Abbey,2025-26,D2,85%,11,Darren Lawlor,Midfielder,1228,https://abbeyathletics.com/sports/mens-soccer/roster,Senior
Belmont Abbey,2025-26,D2,85%,11,Olly Clifford,Defender,168,https://abbeyathletics.com/sports/mens-soccer/roster,Senior
Belmont Abbey,2025-26,D2,85%,11,Samuel Atherton,Midfielder,945,https://abbeyathletics.com/sports/mens-soccer/roster,Senior
Belmont Abbey,2025-26,D2,85%,11,Sam Reynolds,Midfielder,698,https://abbeyathletics.com/sports/mens-soccer/roster,Graduate Student
Belmont Abbey,2025-26,D2,85%,11,Ethan Cain,Midfielder,293,https://abbeyathletics.com/sports/mens-soccer/roster,Graduate Student
Belmont Abbey,2025-26,D2,85%,11,Trent Mcconnaughey,Goalkeeper,1530,https://abbeyathletics.com/sports/mens-soccer/roster,Graduate Student
Belmont Abbey,2025-26,D2,85%,11,Alek Bravo,Defender,286,https://abbeyathletics.com/sports/mens-soccer/roster,Graduate Student
Belmont Abbey,2025-26,D2,85%,11,Adam Hill,Forward,0,https://abbeyathletics.com/sports/mens-soccer/roster,Graduate Student
Bentley,2025-26,D2,85%,10,Cam Hall,Goalkeeper,1640,https://bentleyfalcons.com/sports/mens-soccer/roster,Graduate Student
Bentley,2025-26,D2,85%,10,Alexander Pasiakos,Defender,187,https://bentleyfalcons.com/sports/mens-soccer/roster,Senior
Bentley,2025-26,D2,85%,10,Wynn Hammond,Defender,1465,https://bentleyfalcons.com/sports/mens-soccer/roster,Senior
Bentley,2025-26,D2,85%,10,Michael Haikal,Midfielder,1363,https://bentleyfalcons.com/sports/mens-soccer/roster,Senior
Bentley,2025-26,D2,85%,10,Lukas Drahos,Forward,1187,https://bentleyfalcons.com/sports/mens-soccer/roster,Graduate Student
Bentley,2025-26,D2,85%,10,James Atkinson,Defender,48,https://bentleyfalcons.com/sports/mens-soccer/roster,Senior
Bentley,2025-26,D2,85%,10,Parker Higgins,Forward,734,https://bentleyfalcons.com/sports/mens-soccer/roster,Senior
Bentley,2025-26,D2,85%,10,Luke Mollenhauer,Defender,1234,https://bentleyfalcons.com/sports/mens-soccer/roster,Senior
Bentley,2025-26,D2,85%,10,Mathieu Page,Defender,1182,https://bentleyfalcons.com/sports/mens-soccer/roster,Graduate Student
Bentley,2025-26,D2,85%,10,Daimon Pollard,Midfielder/Forward,964,https://bentleyfalcons.com/sports/mens-soccer/roster,Senior
Biola,2025-26,D2,85%,5,Ethan Hardin,Midfielder,1325,https://athletics.biola.edu/sports/mens-soccer/roster,Graduate Student
Biola,2025-26,D2,85%,5,Jackson Finn,Forward,935,https://athletics.biola.edu/sports/mens-soccer/roster,Graduate Student
Biola,2025-26,D2,85%,5,Jason Irvin,Midfielder,0,https://athletics.biola.edu/sports/mens-soccer/roster,Senior
Biola,2025-26,D2,85%,5,Gauthier Caloz,Defender,1043,https://athletics.biola.edu/sports/mens-soccer/roster,Graduate Student
Biola,2025-26,D2,85%,5,Jake Saffer,Midfielder,899,https://athletics.biola.edu/sports/mens-soccer/roster,Senior
Bridgeport,2025-26,D2,85%,18,Bruno Cakurs,Defender,,https://www.ubknights.com/sports/msoc/2025-26/roster,Senior
Bridgeport,2025-26,D2,85%,18,Soren Larue,Defender,,https://www.ubknights.com/sports/msoc/2025-26/roster,Graduate Student
Bridgeport,2025-26,D2,85%,18,Joaquin Gonzalez Mendoza,Defender,,https://www.ubknights.com/sports/msoc/2025-26/roster,Graduate Student
Bridgeport,2025-26,D2,85%,18,Samuel Dundas,Defender,,https://www.ubknights.com/sports/msoc/2025-26/roster,Graduate Student
Bridgeport,2025-26,D2,85%,18,Ugo Drieu,Defender,,https://www.ubknights.com/sports/msoc/2025-26/roster,Graduate Student
Bridgeport,2025-26,D2,85%,18,Josh Erdos,Midfielder,,https://www.ubknights.com/sports/msoc/2025-26/roster,Graduate Student
Bridgeport,2025-26,D2,85%,18,Jose Uresti,Forward,,https://www.ubknights.com/sports/msoc/2025-26/roster,Graduate Student
Bridgeport,2025-26,D2,85%,18,Loik Poder,Forward,,https://www.ubknights.com/sports/msoc/2025-26/roster,Graduate Student
Bridgeport,2025-26,D2,85%,18,Enzo Beatrix,Midfielder/Forward,,https://www.ubknights.com/sports/msoc/2025-26/roster,Graduate Student
Bridgeport,2025-26,D2,85%,18,Kaanturk Akgul,Midfielder,,https://www.ubknights.com/sports/msoc/2025-26/roster,Senior
Bridgeport,2025-26,D2,85%,18,Umberto Sfregola,Midfielder,,https://www.ubknights.com/sports/msoc/2025-26/roster,Senior
Bridgeport,2025-26,D2,85%,18,Jakob Reinhard,Forward,,https://www.ubknights.com/sports/msoc/2025-26/roster,Senior
Bridgeport,2025-26,D2,85%,18,Pontus Schmitz Gustafsson,Defender/Midfielder,,https://www.ubknights.com/sports/msoc/2025-26/roster,Senior
Bridgeport,2025-26,D2,85%,18,Ewen Le Cozic,Defender,,https://www.ubknights.com/sports/msoc/2025-26/roster,Graduate Student
Bridgeport,2025-26,D2,85%,18,Davide Luppi,Defender,,https://www.ubknights.com/sports/msoc/2025-26/roster,Graduate Student
Bridgeport,2025-26,D2,85%,18,Dany Hernandez,Goalkeeper,1654,https://www.ubknights.com/sports/msoc/2025-26/roster,Senior
Bridgeport,2025-26,D2,85%,18,Lucas Mah,Midfielder,,https://www.ubknights.com/sports/msoc/2025-26/roster,Senior
Bridgeport,2025-26,D2,85%,18,Alan Flores,Midfielder,,https://www.ubknights.com/sports/msoc/2025-26/roster,Senior
Cal Poly Humboldt,2025-26,D2,85%,8,Edwin Monterrosa,Goalkeeper,706,https://humboldtathletics.com/sports/mens-soccer/roster,Senior
Cal Poly Humboldt,2025-26,D2,85%,8,Seth Uson,Midfielder,634,https://humboldtathletics.com/sports/mens-soccer/roster,Senior
Cal Poly Humboldt,2025-26,D2,85%,8,Dominik Chipp,Defender/Midfielder,657,https://humboldtathletics.com/sports/mens-soccer/roster,Senior
Cal Poly Humboldt,2025-26,D2,85%,8,Kaz Kinoshita,Midfielder,635,https://humboldtathletics.com/sports/mens-soccer/roster,Senior
Cal Poly Humboldt,2025-26,D2,85%,8,Logen Coffin,Midfielder,433,https://humboldtathletics.com/sports/mens-soccer/roster,Senior
Cal Poly Humboldt,2025-26,D2,85%,8,Paris Ruiz,Defender/Midfielder,719,https://humboldtathletics.com/sports/mens-soccer/roster,Graduate Student
Cal Poly Humboldt,2025-26,D2,85%,8,Robert Somerville,Defender,1116,https://humboldtathletics.com/sports/mens-soccer/roster,Senior
Cal Poly Humboldt,2025-26,D2,85%,8,Elijah Espinoza,Defender,491,https://humboldtathletics.com/sports/mens-soccer/roster,Senior
Cal Poly Pomona,2025-26,D2,85%,4,Clement Badger,Forward,689,https://broncoathletics.com/sports/mens-soccer/roster,Senior
Cal Poly Pomona,2025-26,D2,85%,4,Marvin Gamez,Forward,1293,https://broncoathletics.com/sports/mens-soccer/roster,Senior
Cal Poly Pomona,2025-26,D2,85%,4,Andres Gutierrez,Forward,189,https://broncoathletics.com/sports/mens-soccer/roster,Senior
Cal Poly Pomona,2025-26,D2,85%,4,Jack Chapman,Goalkeeper,1069,https://broncoathletics.com/sports/mens-soccer/roster,Redshirt Senior
Cal State Dominguez Hills,2025-26,D2,85%,11,Kenny Lee,Midfielder,1117,https://gotoros.com/sports/mens-soccer/roster,Senior
Cal State Dominguez Hills,2025-26,D2,85%,11,Ndifor Ginyui,Defender,1347,https://gotoros.com/sports/mens-soccer/roster,Senior
Cal State Dominguez Hills,2025-26,D2,85%,11,Alpha Sowe,Defender,1431,https://gotoros.com/sports/mens-soccer/roster,Senior
Cal State Dominguez Hills,2025-26,D2,85%,11,Christian Briseno,Midfielder,1005,https://gotoros.com/sports/mens-soccer/roster,Senior
Cal State Dominguez Hills,2025-26,D2,85%,11,Sergio Valenzuela,Midfielder,1639,https://gotoros.com/sports/mens-soccer/roster,Senior
Cal State Dominguez Hills,2025-26,D2,85%,11,Ramiro Rosas,Midfielder,475,https://gotoros.com/sports/mens-soccer/roster,Senior
Cal State Dominguez Hills,2025-26,D2,85%,11,Zach Eichelberger,Forward,78,https://gotoros.com/sports/mens-soccer/roster,Senior
Cal State Dominguez Hills,2025-26,D2,85%,11,George Charles Jr ,Defender,858,https://gotoros.com/sports/mens-soccer/roster,Senior
Cal State Dominguez Hills,2025-26,D2,85%,11,Alex Climaco,Midfielder,34,https://gotoros.com/sports/mens-soccer/roster,Senior
Cal State Dominguez Hills,2025-26,D2,85%,11,Justin Faison,Defender,390,https://gotoros.com/sports/mens-soccer/roster,Senior
Cal State Dominguez Hills,2025-26,D2,85%,11,Jack Parker,Goalkeeper,104,https://gotoros.com/sports/mens-soccer/roster,Senior
Cal State East Bay,2025-26,D2,85%,8,Matthew Miller,Defender,159,https://eastbaypioneers.com/sports/mens-soccer/roster,Senior
Cal State East Bay,2025-26,D2,85%,8,Eugenio Perez Vera Merino,Defender,1588,https://eastbaypioneers.com/sports/mens-soccer/roster,Senior
Cal State East Bay,2025-26,D2,85%,8,Alan Gutierrez,Midfielder,746,https://eastbaypioneers.com/sports/mens-soccer/roster,Senior
Cal State East Bay,2025-26,D2,85%,8,Bennett Richards,Forward,36,https://eastbaypioneers.com/sports/mens-soccer/roster,Senior
Cal State East Bay,2025-26,D2,85%,8,Yuto Hatayama,Forward,639,https://eastbaypioneers.com/sports/mens-soccer/roster,Senior
Cal State East Bay,2025-26,D2,85%,8,Andres Garcia Diaz,Defender,1428,https://eastbaypioneers.com/sports/mens-soccer/roster,Senior
Cal State East Bay,2025-26,D2,85%,8,Brian Mariano,Defender,119,https://eastbaypioneers.com/sports/mens-soccer/roster,Senior
Cal State East Bay,2025-26,D2,85%,8,James Garlick,Defender,1111,https://eastbaypioneers.com/sports/mens-soccer/roster,Senior
Cal State LA,2025-26,D2,85%,7,Angel Sevillano,Defender,1435,https://lagoldeneagles.com/sports/mens-soccer/roster,Senior
Cal State LA,2025-26,D2,85%,7,Erick Alamo,Midfielder,943,https://lagoldeneagles.com/sports/mens-soccer/roster,Senior
Cal State LA,2025-26,D2,85%,7,Sergio Vega,Forward,512,https://lagoldeneagles.com/sports/mens-soccer/roster,Senior
Cal State LA,2025-26,D2,85%,7,Alex Mendez,Midfielder,1071,https://lagoldeneagles.com/sports/mens-soccer/roster,Senior
Cal State LA,2025-26,D2,85%,7,Hunter Devlin,Defender,827,https://lagoldeneagles.com/sports/mens-soccer/roster,Senior
Cal State LA,2025-26,D2,85%,7,Joel Green,Midfielder,658,https://lagoldeneagles.com/sports/mens-soccer/roster,Senior
Cal State LA,2025-26,D2,85%,7,Ricardo Cabrera,Goalkeeper,270,https://lagoldeneagles.com/sports/mens-soccer/roster,Graduate Student
Cal State Monterey Bay,2025-26,D2,85%,8,Jerry Godfryd,Goalkeeper,540,https://otterathletics.com/sports/mens-soccer/roster,Senior
Cal State Monterey Bay,2025-26,D2,85%,8,Eric Vazquez Acosta,Midfielder,1163,https://otterathletics.com/sports/mens-soccer/roster,Senior
Cal State Monterey Bay,2025-26,D2,85%,8,Mason Ward,Midfielder,78,https://otterathletics.com/sports/mens-soccer/roster,Senior
Cal State Monterey Bay,2025-26,D2,85%,8,Jose Rios Lara,Forward,525,https://otterathletics.com/sports/mens-soccer/roster,Senior
Cal State Monterey Bay,2025-26,D2,85%,8,Alvaro Oseguera Meza,Defender,364,https://otterathletics.com/sports/mens-soccer/roster,Senior
Cal State Monterey Bay,2025-26,D2,85%,8,Will Seargeant,Forward,878,https://otterathletics.com/sports/mens-soccer/roster,Senior
Cal State Monterey Bay,2025-26,D2,85%,8,Cam Fisk,Defender,861,https://otterathletics.com/sports/mens-soccer/roster,Senior
Cal State Monterey Bay,2025-26,D2,85%,8,Josh Moll,Midfielder,0,https://otterathletics.com/sports/mens-soccer/roster,Senior
Cal State San Bernardino,2025-26,D2,85%,6,Josh Frahm,Defender,255,https://csusbathletics.com/sports/mens-soccer/roster,Senior
Cal State San Bernardino,2025-26,D2,85%,6,Anthony Morales,Defender,1678,https://csusbathletics.com/sports/mens-soccer/roster,Senior
Cal State San Bernardino,2025-26,D2,85%,6,Tony Negrete,Midfielder,855,https://csusbathletics.com/sports/mens-soccer/roster,Senior
Cal State San Bernardino,2025-26,D2,85%,6,Angel Rico,Forward,0,https://csusbathletics.com/sports/mens-soccer/roster,Senior
Cal State San Bernardino,2025-26,D2,85%,6,Reece Kilpin,Defender,0,https://csusbathletics.com/sports/mens-soccer/roster,Senior
Cal State San Bernardino,2025-26,D2,85%,6,Juanpablo Camacho,Goalkeeper,450,https://csusbathletics.com/sports/mens-soccer/roster,Senior
Cal State San Marcos,2025-26,D2,85%,5,Tony Flores,Goalkeeper,1733,https://csusmcougars.com/sports/mens-soccer/roster,Senior
Cal State San Marcos,2025-26,D2,85%,5,Manny Solis,Defender,1262,https://csusmcougars.com/sports/mens-soccer/roster,Senior
Cal State San Marcos,2025-26,D2,85%,5,Justin Carreon,Defender,359,https://csusmcougars.com/sports/mens-soccer/roster,Graduate Student
Cal State San Marcos,2025-26,D2,85%,5,Brooklyn Baker,Forward,167,https://csusmcougars.com/sports/mens-soccer/roster,Senior
Cal State San Marcos,2025-26,D2,85%,5,Stefano Brunetto,Midfielder/Forward,711,https://csusmcougars.com/sports/mens-soccer/roster,Senior
Cal State Stanislaus,2025-26,D2,85%,7,Angel Ruiz Hernandez,Goalkeeper,1794,https://warriorathletics.com/sports/mens-soccer/roster,Senior
Cal State Stanislaus,2025-26,D2,85%,7,Federico Barbieri,Defender,1577,https://warriorathletics.com/sports/mens-soccer/roster,Senior
Cal State Stanislaus,2025-26,D2,85%,7,Ian Reis,Defender,1800,https://warriorathletics.com/sports/mens-soccer/roster,Senior
Cal State Stanislaus,2025-26,D2,85%,7,Landon Leal Ruiz,Midfielder,1432,https://warriorathletics.com/sports/mens-soccer/roster,Senior
Cal State Stanislaus,2025-26,D2,85%,7,Ryan Rosas,Defender,283,https://warriorathletics.com/sports/mens-soccer/roster,Senior
Cal State Stanislaus,2025-26,D2,85%,7,Samuel Villanueva,Defender,1623,https://warriorathletics.com/sports/mens-soccer/roster,Senior
Cal State Stanislaus,2025-26,D2,85%,7,Anthony Sanchez,Midfielder,0,https://warriorathletics.com/sports/mens-soccer/roster,Senior
Caldwell,2025-26,D2,85%,7,Jorge Gutierrez,Defender,342,https://caldwellathletics.com/sports/mens-soccer/roster,Graduate Student
Caldwell,2025-26,D2,85%,7,Ingebrigt Braenden,Midfielder,1008,https://caldwellathletics.com/sports/mens-soccer/roster,Senior
Caldwell,2025-26,D2,85%,7,Imran Rahman,Defender,183,https://caldwellathletics.com/sports/mens-soccer/roster,Senior
Caldwell,2025-26,D2,85%,7,Ian Freundt,Forward,0,https://caldwellathletics.com/sports/mens-soccer/roster,Graduate Student
Caldwell,2025-26,D2,85%,7,Joe Guallpa,Defender,0,https://caldwellathletics.com/sports/mens-soccer/roster,Senior
Caldwell,2025-26,D2,85%,7,Emilio Segovia,Forward,584,https://caldwellathletics.com/sports/mens-soccer/roster,Senior
