School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Position,Estimated Graduation
Bethel College (Kansas),Kansas Collegiate Athletic Conference,Regina Mendoza,So.,1105,16,14,USA,"Everman, Texas",,https://bethelthreshers.com/sports/womens-soccer/stats/2025,https://bethelthreshers.com/sports/womens-soccer/roster,Medium,Class/Year inferred for Fall 2025 by subtracting one year of eligibility from the current (2026-27) roster listing (shown there as 'Jr.'); assumes standard progression with no additional redshirt/eligibility waiver between seasons -- verify manually; verify manually.,Midfielder,2029
Bethel College (Kansas),Kansas Collegiate Athletic Conference,Madeline Moscrip,So.,1240,16,14,USA,"Martinsville, Ind.",,https://bethelthreshers.com/sports/womens-soccer/stats/2025,https://bethelthreshers.com/sports/womens-soccer/roster,Medium,Class/Year inferred for Fall 2025 by subtracting one year of eligibility from the current (2026-27) roster listing (shown there as 'Jr.'); assumes standard progression with no additional redshirt/eligibility waiver between seasons -- verify manually; verify manually.,Defender,2029
Bethel College (Kansas),Kansas Collegiate Athletic Conference,Madeline Proost,So.,486,12,1,USA,"McKinney, Texas",,https://bethelthreshers.com/sports/womens-soccer/stats/2025,https://bethelthreshers.com/sports/womens-soccer/roster,Medium,Class/Year inferred for Fall 2025 by subtracting one year of eligibility from the current (2026-27) roster listing (shown there as 'Jr.'); assumes standard progression with no additional redshirt/eligibility waiver between seasons -- verify manually; verify manually.,Forward,2029
Bethel College (Kansas),Kansas Collegiate Athletic Conference,Kyleigh Rea,Sophomore,356,8,2,,Rock Hill High School,,https://bethelthreshers.com/sports/womens-soccer/stats/2025,https://bethelthreshers.com/sports/womens-soccer/roster,Needs Review,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually. stats-page player not found on roster page (name mismatch or transfer/departure); no comma-separated region in hometown: 'Rock Hill High School',Defender,2029
Bethel College (Kansas),Kansas Collegiate Athletic Conference,Jacie Scott,Sophomore,965,12,12,USA,"Edmond, OK",,https://bethelthreshers.com/sports/womens-soccer/stats/2025,https://bethelthreshers.com/sports/womens-soccer/roster,Needs Review,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually. stats-page player not found on roster page (name mismatch or transfer/departure),Goalkeeper,2029
Bethel College (Kansas),Kansas Collegiate Athletic Conference,Mackenzie Stroud,So.,1234,17,17,USA,"Arlington, Texas",,https://bethelthreshers.com/sports/womens-soccer/stats/2025,https://bethelthreshers.com/sports/womens-soccer/roster,Medium,Class/Year inferred for Fall 2025 by subtracting one year of eligibility from the current (2026-27) roster listing (shown there as 'Jr.'); assumes standard progression with no additional redshirt/eligibility waiver between seasons -- verify manually; verify manually.,Midfielder,2029
Bethel College (Kansas),Kansas Collegiate Athletic Conference,Amanda Valladares,Freshman,1465,17,16,,,,https://bethelthreshers.com/sports/womens-soccer/stats/2025,https://bethelthreshers.com/sports/womens-soccer/roster,Needs Review,"class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually. stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2030
Bethel College (Kansas),Kansas Collegiate Athletic Conference,Jessica Wittreich,Jr.,360,8,5,USA,"Brownsville, Texas",,https://bethelthreshers.com/sports/womens-soccer/stats/2025,https://bethelthreshers.com/sports/womens-soccer/roster,Medium,Class/Year inferred for Fall 2025 by subtracting one year of eligibility from the current (2026-27) roster listing (shown there as 'Sr.'); assumes standard progression with no additional redshirt/eligibility waiver between seasons -- verify manually; verify manually.,Forward,2028
Bethel College (Kansas),Kansas Collegiate Athletic Conference,Victoria Wright,Sophomore,151,10,0,USA,"Broken Arrow, Okla.",,https://bethelthreshers.com/sports/womens-soccer/stats/2025,https://bethelthreshers.com/sports/womens-soccer/roster,Needs Review,"class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually. stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2029
Bethel College (Kansas),Kansas Collegiate Athletic Conference,Nevaeh Yanez,Junior,104,4,1,USA,"Midland, Texas",,https://bethelthreshers.com/sports/womens-soccer/stats/2025,https://bethelthreshers.com/sports/womens-soccer/roster,Needs Review,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually. stats-page player not found on roster page (name mismatch or transfer/departure),Defender,2028
Bethel College (Kansas),Kansas Collegiate Athletic Conference,Katy Stutsman,So.,,,,USA,"Lawton,Okla",,,https://bethelthreshers.com/sports/womens-soccer/roster,High,Class/Year inferred for Fall 2025 by subtracting one year of eligibility from the current (2026-27) roster listing (shown there as 'Jr.'); assumes standard progression with no additional redshirt/eligibility waiver between seasons -- verify manually; verify manually.,Goalkeeper,2029
Bethel College (Kansas),Kansas Collegiate Athletic Conference,Harley Inskeep,So.,,,,USA,"Park City, Kan.",,,https://bethelthreshers.com/sports/womens-soccer/roster,High,Class/Year inferred for Fall 2025 by subtracting one year of eligibility from the current (2026-27) roster listing (shown there as 'Jr.'); assumes standard progression with no additional redshirt/eligibility waiver between seasons -- verify manually; verify manually.,Goalkeeper,2029
Bethel College (Kansas),Kansas Collegiate Athletic Conference,Ava Divis,Fr.,,,,USA,"Litchfield Park, Ariz.",,,https://bethelthreshers.com/sports/womens-soccer/roster,High,Class/Year inferred for Fall 2025 by subtracting one year of eligibility from the current (2026-27) roster listing (shown there as 'So.'); assumes standard progression with no additional redshirt/eligibility waiver between seasons -- verify manually; verify manually.,Defender,2030
Bethel College (Kansas),Kansas Collegiate Athletic Conference,Grace Harthorn,Jr.,,,,USA,"Bakersfield, Calif.",,,https://bethelthreshers.com/sports/womens-soccer/roster,High,Class/Year inferred for Fall 2025 by subtracting one year of eligibility from the current (2026-27) roster listing (shown there as 'Sr.'); assumes standard progression with no additional redshirt/eligibility waiver between seasons -- verify manually; verify manually.,Defender,2028
Evangel University,Kansas Collegiate Athletic Conference,Amaura Austell,Fr.,1061,19,12,USA,"Jefferson City, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Evangel University,Kansas Collegiate Athletic Conference,Makayla Myers,So.,1206,19,15,USA,"Lee's Summit, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2029
Evangel University,Kansas Collegiate Athletic Conference,McKenzie Calhoun,Jr.,1079,19,15,USA,"Taneyville, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2028
Evangel University,Kansas Collegiate Athletic Conference,Emma Budimlya,Jr.,1176,19,19,USA,"Sedalia, Colo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Evangel University,Kansas Collegiate Athletic Conference,Anna Crain,Sr.,1159,17,16,USA,"Springfield, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2027
Evangel University,Kansas Collegiate Athletic Conference,Faith Joe,Fr.,1442,19,14,USA,"Springfield, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Evangel University,Kansas Collegiate Athletic Conference,Rylie Kidman,Fr.,418,17,0,USA,"Hebron, Ky.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Evangel University,Kansas Collegiate Athletic Conference,Sarah Wilkins,Sr.,1213,17,15,USA,"Skiatook, Okla.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Evangel University,Kansas Collegiate Athletic Conference,Charlae Cowan,Jr.,1387,18,18,USA,"Willard, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Evangel University,Kansas Collegiate Athletic Conference,LoriAnn McClellan,Sr.,1323,19,19,USA,"Rogersville, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Evangel University,Kansas Collegiate Athletic Conference,Kennason Suchy,So.,353,15,0,USA,"Basehor, Kan.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Evangel University,Kansas Collegiate Athletic Conference,Ava Campbell,Sr.,966,13,12,USA,"Phoenix, Ariz.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Evangel University,Kansas Collegiate Athletic Conference,Rylee Clapp,Sr.,1402,17,17,USA,"Fairfax, Okla.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2027
Evangel University,Kansas Collegiate Athletic Conference,Lilly Becquart,So.,40,4,0,USA,"Springfield, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Evangel University,Kansas Collegiate Athletic Conference,Anastacia Berry,,0,1,0,,,,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Evangel University,Kansas Collegiate Athletic Conference,Adrian Bloomquist,Jr.,670,17,7,USA,"Granite City, Ill.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2028
Evangel University,Kansas Collegiate Athletic Conference,Lillian Bloomquist,Jr.,0,1,0,USA,"Granite City, Ill.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2028
Evangel University,Kansas Collegiate Athletic Conference,Naia Boudreau,Jr.,198,12,1,USA,"Koloa, Hawaii",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Evangel University,Kansas Collegiate Athletic Conference,Cayci Capps,Fr.,34,5,0,USA,"Gentry, Ark.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Evangel University,Kansas Collegiate Athletic Conference,Chalae Cowan,,89,1,1,,,,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Evangel University,Kansas Collegiate Athletic Conference,Paige Estes,Fr.,41,3,0,USA,"Bentonville, Ark.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2030
Evangel University,Kansas Collegiate Athletic Conference,Emily Farrenkopf,So.,70,5,0,USA,"Tulare, Calif.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Evangel University,Kansas Collegiate Athletic Conference,Ellen Garber,Fr.,343,15,0,USA,"Bolivar, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Evangel University,Kansas Collegiate Athletic Conference,Mia Gonzales,Fr.,719,15,7,USA,"Muskogee, Okla.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Evangel University,Kansas Collegiate Athletic Conference,Mia Gonzalez,,1,1,0,,,,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Evangel University,Kansas Collegiate Athletic Conference,Ava Henry,Fr.,0,1,0,USA,"Cameron, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Evangel University,Kansas Collegiate Athletic Conference,Alexandria Maciaszek,Fr.,240,12,0,USA,"Monroe, La.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Evangel University,Kansas Collegiate Athletic Conference,Austyn Mickey,Sr.,1365,19,19,USA,"Webb City, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Evangel University,Kansas Collegiate Athletic Conference,Enya Mollinedo,Fr.,2,1,0,USA,"Garland, Texas",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Evangel University,Kansas Collegiate Athletic Conference,Felicity Pendleton,Fr.,49,5,0,USA,"Jefferson City, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Evangel University,Kansas Collegiate Athletic Conference,Annabelle Powers,Fr.,251,12,0,USA,"Bentonville, Ark.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Evangel University,Kansas Collegiate Athletic Conference,Erin Pratt,Fr.,442,14,0,USA,"Harrison, Ark.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Evangel University,Kansas Collegiate Athletic Conference,Mattea Stockton,Fr.,17,4,0,USA,"Red Wing, Minn.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Evangel University,Kansas Collegiate Athletic Conference,Alexis Sudduth,Fr.,94,5,0,USA,"Athens, Texas",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Evangel University,Kansas Collegiate Athletic Conference,Emma Twigg,Fr.,8,1,0,USA,"Waukee, Iowa",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Evangel University,Kansas Collegiate Athletic Conference,Madison Villaronga,Jr.,267,5,2,USA,"Miami, Fla.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2028
Evangel University,Kansas Collegiate Athletic Conference,Shayla Widener,Fr.,,,,USA,"Claremore, Okla.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Evangel University,Kansas Collegiate Athletic Conference,Adrienne Miller,So.,,,,USA,"Laquey, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2029
Evangel University,Kansas Collegiate Athletic Conference,Tiffany Caison,Fr.,,,,USA,"Springfield, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Evangel University,Kansas Collegiate Athletic Conference,Mia Semlow,Jr.,,,,USA,"Bloomington, Ill.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Evangel University,Kansas Collegiate Athletic Conference,Halli Hanson,Fr.,,,,USA,"West Monroe, La.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Evangel University,Kansas Collegiate Athletic Conference,Alison Secrest,Jr.,,,,USA,"Waynesville, Mo.",,https://evangelathletics.com/sports/womens-soccer/stats/2025,https://evangelathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Friends University,Kansas Collegiate Athletic Conference,Kieley Aranda,Jr.,1232,20,18,USA,"Haslet, Texas",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Friends University,Kansas Collegiate Athletic Conference,Anahi Ibarra-Arevalo,So.,1127,19,16,USA,"Wichita, Kan.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2029
Friends University,Kansas Collegiate Athletic Conference,Paige Putter,Jr.,1714,20,20,USA,"Maize, Kan.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Friends University,Kansas Collegiate Athletic Conference,Solenn Levesque,Fr.,1504,20,20,International,"Toulouse, France",France,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Friends University,Kansas Collegiate Athletic Conference,Elisa Murrieta,,1089,19,19,,,,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Friends University,Kansas Collegiate Athletic Conference,Trinity Granger,Jr.,792,19,10,USA,"Cleburne, Texas",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2028
Friends University,Kansas Collegiate Athletic Conference,Mackenzie Cunningham,Fr.,610,18,0,USA,"Wichita, Kan.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Friends University,Kansas Collegiate Athletic Conference,Alexa Fonseca,So.,796,20,8,USA,"Nevada, Texas",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Friends University,Kansas Collegiate Athletic Conference,Yaretzy Tejeda,Fr.,671,19,0,USA,"Los Angeles, Calif.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Friends University,Kansas Collegiate Athletic Conference,Pilar Flores,Sr.,1511,20,20,USA,"Denton, Texas",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Friends University,Kansas Collegiate Athletic Conference,Samantha Jones,Jr.,1348,20,20,USA,"Wichita, Kan.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2028
Friends University,Kansas Collegiate Athletic Conference,Avery Cantwell,Sophomore,162,7,0,USA,"Andover, Kan.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,Needs Review,stats-page player not found on roster page (name mismatch or transfer/departure),Midfielder,2029
Friends University,Kansas Collegiate Athletic Conference,Hailee Wisdom,,292,11,0,,,,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Friends University,Kansas Collegiate Athletic Conference,Emaree Gibson,So.,191,8,0,USA,"Aledo, Texas",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Friends University,Kansas Collegiate Athletic Conference,Olivia Minjares,Jr.,1019,20,9,USA,"Allen, Texas",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2028
Friends University,Kansas Collegiate Athletic Conference,Faith Smith,Sr.,1177,19,16,USA,"Wichita, Kan.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Friends University,Kansas Collegiate Athletic Conference,Camila Apple,Fr.,76,4,0,USA,"Las Vegas, Nev.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2030
Friends University,Kansas Collegiate Athletic Conference,Ursula Fissenden,Sr.,232,10,1,International,"Kent, England",United Kingdom,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Friends University,Kansas Collegiate Athletic Conference,Teonna Githai,Sophomore,72,5,0,USA,"Wichita, Kan.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,Needs Review,stats-page player not found on roster page (name mismatch or transfer/departure),Defender,2029
Friends University,Kansas Collegiate Athletic Conference,Payton Kauffman,So.,999,19,11,USA,"Fort Collins, Colo.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Friends University,Kansas Collegiate Athletic Conference,Kylia Leggett,Jr.,126,6,0,USA,"Newton, Kan.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Forward,2028
Friends University,Kansas Collegiate Athletic Conference,Jenna Manganiello,Jr.,90,6,0,USA,"Wichita, Kan.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2028
Friends University,Kansas Collegiate Athletic Conference,Elisa Murrietta,Jr.,60,1,1,USA,"Garden Grove, Calif.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Friends University,Kansas Collegiate Athletic Conference,Yairee Perez,Gr.,0,1,0,USA,"Arlington, Texas",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2026
Friends University,Kansas Collegiate Athletic Conference,Lizzy Priddy,So.,64,5,0,USA,"Augusta, Kan.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Friends University,Kansas Collegiate Athletic Conference,Elise Prince,So.,607,19,0,USA,"Tyler, Texas",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Friends University,Kansas Collegiate Athletic Conference,Maripaz Quiros,Gr.,70,5,0,International,"Heredia, Costa Rica",Costa Rica,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2026
Friends University,Kansas Collegiate Athletic Conference,Alayna Runck,Jr.,700,15,6,USA,"Wichita, Kan.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2028
Friends University,Kansas Collegiate Athletic Conference,Magnolia Tavizon,Fr.,106,5,1,USA,"Ceres, Calif.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2030
Friends University,Kansas Collegiate Athletic Conference,Yareszy Tejeda,,37,1,1,,,,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Friends University,Kansas Collegiate Athletic Conference,Liset Vallejo,So.,307,11,0,USA,"Fort Smith, Ark.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Friends University,Kansas Collegiate Athletic Conference,Morgan Wilkinson,Jr.,1639,19,19,USA,"Lincoln, Neb.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2028
Friends University,Kansas Collegiate Athletic Conference,Mikayle Rodriguez,Jr.,,,,USA,"Phoenix, Ariz.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2028
Friends University,Kansas Collegiate Athletic Conference,Olivia Fitzpatrick,Fr.,,,,USA,"Placentia, Calif.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Friends University,Kansas Collegiate Athletic Conference,Avery Cheatum,Fr.,,,,USA,"Andover, Kan.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Friends University,Kansas Collegiate Athletic Conference,Haliee Wisdom,Jr.,,,,USA,"Skiatook, Okla.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2028
Friends University,Kansas Collegiate Athletic Conference,Teaonna Gitahi,Fr.,,,,USA,"Wichita, Kan.",,https://friendsathletics.com/sports/womens-soccer/stats/2025,https://friendsathletics.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Kansas Wesleyan University,Kansas Collegiate Athletic Conference,Rylie Moreno-Rojas,Jr.,710,18,12,USA,"La Mirada, Calif.",,https://kwucoyotes.com/sports/womens-soccer/stats/2025,https://kwucoyotes.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Kansas Wesleyan University,Kansas Collegiate Athletic Conference,Emma Gervy,Sr.,1099,20,19,USA,"Independence, Mo.",,https://kwucoyotes.com/sports/womens-soccer/stats/2025,https://kwucoyotes.com/sports/womens-soccer/roster/2025,High,,Forward,2027
Kansas Wesleyan University,Kansas Collegiate Athletic Conference,Brooklyn Velotta,Fr.,1191,18,17,USA,"Thornton, Colo.",,https://kwucoyotes.com/sports/womens-soccer/stats/2025,https://kwucoyotes.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Kansas Wesleyan University,Kansas Collegiate Athletic Conference,Talia Walsh,Jr.,945,18,12,USA,"Gilbert, Ariz.",,https://kwucoyotes.com/sports/womens-soccer/stats/2025,https://kwucoyotes.com/sports/womens-soccer/roster/2025,High,,Forward,2028
Kansas Wesleyan University,Kansas Collegiate Athletic Conference,Kendall Davis,Fr.,446,13,5,USA,"Chandler, Ariz.",,https://kwucoyotes.com/sports/womens-soccer/stats/2025,https://kwucoyotes.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Kansas Wesleyan University,Kansas Collegiate Athletic Conference,Adriyanna Botello,Fr.,615,19,5,USA,"Wichita Falls, Texas",,https://kwucoyotes.com/sports/womens-soccer/stats/2025,https://kwucoyotes.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
