School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Position,Estimated Graduation
Bluefield University,Appalachian Athletic Conference,Sara Cox,Jr.,1099,13,13,USA,"Pulaski, Va.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Forward,2028
Bluefield University,Appalachian Athletic Conference,J'Maia Joseph,Fr.,184,4,1,USA,"Stanford, Va.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Bluefield University,Appalachian Athletic Conference,Ashlyn Newman,Sr.,771,12,10,USA,"Galax, Va.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Forward,2027
Bluefield University,Appalachian Athletic Conference,Sara Dunphy,Jr.,492,7,7,USA,"Culpeper, Va.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Bluefield University,Appalachian Athletic Conference,Allyson Clark,So.,732,10,9,USA,"Anaheim, Calif.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Bluefield University,Appalachian Athletic Conference,Ireland Hart,Fr.,51,3,0,USA,"Bluefield, Va.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Bluefield University,Appalachian Athletic Conference,Moriah Mingo,So.,1243,15,14,USA,"San Diego, Calif.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Bluefield University,Appalachian Athletic Conference,Lucy Nicely,Sr.,318,9,1,USA,"Clifton Forge, Va.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Bluefield University,Appalachian Athletic Conference,Hazel Parlett,So.,834,11,10,USA,"Luray, Va.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Bluefield University,Appalachian Athletic Conference,Emily Spaulding,So.,320,6,6,USA,"Bluefield, Va.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Bluefield University,Appalachian Athletic Conference,Analee Woodson,,1220,15,15,,,,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Bluefield University,Appalachian Athletic Conference,Jayme Crawford,,1094,14,14,,,,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Bluefield University,Appalachian Athletic Conference,Nathaly granda Betan,,0,1,0,,,,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Bluefield University,Appalachian Athletic Conference,Mollie Bolton,Sr.,1314,15,15,USA,"Claiborne, Tenn.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Bluefield University,Appalachian Athletic Conference,Savannah Holmes,Sr.,195,5,2,USA,"Culpeper, Va.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Bluefield University,Appalachian Athletic Conference,Taylor Inocelda-biha,,415,6,4,,,,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Bluefield University,Appalachian Athletic Conference,Taylor Inocelda-Bihag,So.,270,3,3,USA,"Honolulu, Hawaii",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Bluefield University,Appalachian Athletic Conference,Joanna Lemus-Rios,Sr.,764,15,8,USA,"Salinas, Calif.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Bluefield University,Appalachian Athletic Conference,Coreyn Lutz,Sr.,839,13,9,USA,"Wabash, Ind.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Bluefield University,Appalachian Athletic Conference,Breana Mathews,Fr.,279,10,1,USA,"Max Meadows, Va.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Bluefield University,Appalachian Athletic Conference,Autumn Matthews,So.,1172,15,13,USA,"Sarasota, Fla.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2029
Bluefield University,Appalachian Athletic Conference,Luisanyi jiminez Rod,,0,1,0,,,,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Bluefield University,Appalachian Athletic Conference,Tori Staats,Fr.,314,6,3,USA,"Princeville, Ala.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2030
Bluefield University,Appalachian Athletic Conference,Alex Wilder,So.,749,14,4,USA,"Pineville, Ky.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Bluefield University,Appalachian Athletic Conference,Jamye Crawford,So.,,,,USA,"Chattanooga, Tenn.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Forward,2029
Bluefield University,Appalachian Athletic Conference,Cassidy Grenier,So.,,,,USA,"Aldie, Va.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Forward,2029
Bluefield University,Appalachian Athletic Conference,Luisanyi Jiminez Rodriguez,Fr.,,,,USA,"Haledon, N.J.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Bluefield University,Appalachian Athletic Conference,Nathaly Granda Betancourt,Jr.,,,,International,"Samborondon, Ecuador",Ecuador,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Bluefield University,Appalachian Athletic Conference,Annalee Woodson,Sr.,,,,USA,"Winchester, Va.",,https://burams.com/sports/womens-soccer/stats/2025,https://burams.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Bryan College,Appalachian Athletic Conference,Cammie Ruehling,Fr.,848,17,16,USA,"Dayton, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,"No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2030
Bryan College,Appalachian Athletic Conference,Carmen Verdel,So.,1090,17,17,USA,"Crossville, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Bryan College,Appalachian Athletic Conference,Ruth (Fish) Cook,Jr.,1110,17,17,USA,"Franklin, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,,Defender,2028
Bryan College,Appalachian Athletic Conference,Ryan Fair,So.,981,17,15,USA,"Morristown, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,,Forward,2029
Bryan College,Appalachian Athletic Conference,Katie Ryan,Fr.,822,17,3,USA,"Dayton, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,"No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2030
Bryan College,Appalachian Athletic Conference,Dylan Belk,Sr.,1031,17,16,USA,"Dunlap, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,Needs Review,stats-page player not found on roster page (name mismatch or transfer/departure),Forward,2027
Bryan College,Appalachian Athletic Conference,Madison Parker,So.,706,17,3,USA,"Rome, GA",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,"No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2029
Bryan College,Appalachian Athletic Conference,Sarah Horton,Sr.,872,17,17,USA,"Dayton, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Bryan College,Appalachian Athletic Conference,Lyndy Arsenault,So.,795,16,15,USA,"Athens, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Bryan College,Appalachian Athletic Conference,Ariel Baker,So.,192,10,0,USA,"Crossville, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,,Midfielder,2029
Bryan College,Appalachian Athletic Conference,Danae Bates,Sr.,982,17,15,,,,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,Needs Review,no hometown listed on roster,Forward,2027
Bryan College,Appalachian Athletic Conference,Claire Bryant,Fr.,756,16,0,USA,"Smyrna, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,"No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2030
Bryan College,Appalachian Athletic Conference,Caroline Burrahm,Fr.,436,14,0,USA,"Shelbyville, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,"No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2030
Bryan College,Appalachian Athletic Conference,Katie Finch,Fr.,469,9,6,USA,"Loudon, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2030
Bryan College,Appalachian Athletic Conference,Madison Gross,,2,1,1,,,,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Bryan College,Appalachian Athletic Conference,Lily Holt,Fr.,695,17,0,USA,"Franklin, NC",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,"No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2030
Bryan College,Appalachian Athletic Conference,Ava Hooks,So.,978,13,10,USA,"Knoxville, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2029
Bryan College,Appalachian Athletic Conference,Raegan Johnson,Fr.,427,15,0,USA,"Winchester, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,"No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2030
Bryan College,Appalachian Athletic Conference,Adrianna Martinez,So.,454,9,1,USA,"Cleveland, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,,Defender,2029
Bryan College,Appalachian Athletic Conference,Ana Martinez,,45,1,0,,,,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Bryan College,Appalachian Athletic Conference,Hazel Reed,Fr.,434,13,0,USA,"Huntland, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,"No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2030
Bryan College,Appalachian Athletic Conference,Trinity Reed,Fr.,135,10,0,USA,"Clarksville, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,"No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2030
Bryan College,Appalachian Athletic Conference,Kayleigh Ridley,Jr.,1223,17,17,USA,"Athens, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,,Defender,2028
Bryan College,Appalachian Athletic Conference,Triniti Rutherford,Sr.,1327,17,16,USA,"Powell, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Bryan College,Appalachian Athletic Conference,Sarah Williams,So.,420,14,1,USA,"Marianna, FL",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,,Forward,2029
Bryan College,Appalachian Athletic Conference,Briley Wilson,Fr.,158,10,0,USA,"Loudon, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,"No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2030
Bryan College,Appalachian Athletic Conference,Marley Phillips,Fr.,,,,USA,"Huntland, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,"No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2030
Bryan College,Appalachian Athletic Conference,Dylan (Belk) Knight,Sr.,1031,17,16,USA,"Dunlap, TN",,https://bryanlions.com/sports/womens-soccer/stats/2025,https://bryanlions.com/sports/womens-soccer/roster/2025,High,,Forward,2027
Columbia College (SC),Appalachian Athletic Conference,Teagan Eisenring,Jr.,,17,17,USA,"Pine, CO",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Goalkeeper,2028
Columbia College (SC),Appalachian Athletic Conference,Anita Lewis,Grad.,,16,16,USA,"West Dundee, IL",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Midfielder,2026
Columbia College (SC),Appalachian Athletic Conference,Alaina Morey,So.,,,,USA,"Charleston, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Defender,2029
Columbia College (SC),Appalachian Athletic Conference,Kathryn Mobley,Sr.,,14,0,USA,"Covington, GA",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Forward,2027
Columbia College (SC),Appalachian Athletic Conference,Malia Kincaid,So.,,16,16,USA,"Chesapeake, VA",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Forward,2029
Columbia College (SC),Appalachian Athletic Conference,Hadley Scherer,Jr.,,17,12,USA,"Charleston, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Defender,2028
Columbia College (SC),Appalachian Athletic Conference,Madison Wells Bunting,So.,,17,17,USA,"North Augusta, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Midfielder,2029
Columbia College (SC),Appalachian Athletic Conference,Sydney Howorko,So.,,2,2,USA,"Denver, CO",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Midfielder,2029
Columbia College (SC),Appalachian Athletic Conference,Elise Mayfield,Fr.,,17,16,USA,"Imperial, MO",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Midfielder,2030
Columbia College (SC),Appalachian Athletic Conference,Kinzly Cohen,Jr.,,17,12,USA,"Charleston, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Midfielder,2028
Columbia College (SC),Appalachian Athletic Conference,Gracelyn Edwards,Fr.,,17,1,USA,"Bowling Green, VA",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Midfielder,2030
Columbia College (SC),Appalachian Athletic Conference,Josephine Sullivan,Fr.,,2,,USA,"Lenexa, KS",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Defender,2030
Columbia College (SC),Appalachian Athletic Conference,Grace Stoklosa,Fr.,,1,,USA,"Florence, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Defender,2030
Columbia College (SC),Appalachian Athletic Conference,Kendyl Moore,Jr.,,15,0,USA,"Hernando, MS",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Midfielder,2028
Columbia College (SC),Appalachian Athletic Conference,Kimia Hughey,Sr.,,17,17,USA,"Lexington, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Defender,2027
Columbia College (SC),Appalachian Athletic Conference,Mikayla Alvarez,Fr.,,5,0,USA,"Union, NJ",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Midfielder,2030
Columbia College (SC),Appalachian Athletic Conference,Harleigh Payne,Sr.,,16,0,USA,"Kershaw, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Midfielder,2027
Columbia College (SC),Appalachian Athletic Conference,Cecilia Gardner,So.,,3,0,USA,"West Columbia, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Defender,2029
Columbia College (SC),Appalachian Athletic Conference,Kaky Sears,Jr.,,17,16,USA,"Charleston, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Midfielder,2028
Columbia College (SC),Appalachian Athletic Conference,Rachel Holden,So.,,10,0,USA,"North Charleston, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Defender,2029
Columbia College (SC),Appalachian Athletic Conference,Adrianna Machado,Sr.,,10,3,USA,"Bluffton, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Defender,2027
Columbia College (SC),Appalachian Athletic Conference,Brooklynn Vigil,So.,,15,0,USA,"Erie, CO",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Midfielder,2029
Columbia College (SC),Appalachian Athletic Conference,Elaina Frommer,Fr.,,3,0,USA,"North Charleston, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Defender,2030
Columbia College (SC),Appalachian Athletic Conference,Payton Bluemke,R-So.,,,,USA,"Land O' Lakes, FL",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,"class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.; No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2029
Columbia College (SC),Appalachian Athletic Conference,Yoali Avila,So.,,,,USA,"Pelion, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,"class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.; No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked)",,2029
Columbia College (SC),Appalachian Athletic Conference,Calie Mosely,Sr.,,12,1,USA,"Gilbert, AZ",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Forward,2027
Columbia College (SC),Appalachian Athletic Conference,Alyssa Collins,Sr.,,17,17,USA,"Summerville, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Defender,2027
Columbia College (SC),Appalachian Athletic Conference,Jade Rutledge,Fr.,,9,0,USA,"Moncks Corner, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Midfielder,2030
Columbia College (SC),Appalachian Athletic Conference,Grace Underwood,Fr.,,17,17,USA,"Greenville, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Defender,2030
Columbia College (SC),Appalachian Athletic Conference,Camryn McCutchen,So.,,2,,USA,"Moncks Corner, SC",,,https://gokoalas.com/sports/wsoc/2025-26/roster,High,class year sourced from CURRENT roster page (no Fall 2025 archive found) -- may be off by one academic year for returners; verify manually.,Goalkeeper,2029
Columbia International University,Appalachian Athletic Conference,Lohrane Boaventura,Jr.,1318,19,19,International,"Mesquita, Rio de Janeiro, Brazil",Brazil,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Forward,2028
Columbia International University,Appalachian Athletic Conference,Lily Jackson,Jr.,1367,18,17,USA,"Eligin, S.C",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Columbia International University,Appalachian Athletic Conference,Callie Rowe,Sr.,1217,20,19,USA,"Leesville, S.C.",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Forward,2027
Columbia International University,Appalachian Athletic Conference,Charlotte Craver,Gr.,1063,20,14,USA,"Winston Salem, N.C.",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Forward,2026
Columbia International University,Appalachian Athletic Conference,Zamaria Baugh,Fr.,624,17,2,USA,"Dallas,Texas",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2030
Columbia International University,Appalachian Athletic Conference,Mazzie Leos,Gr.,1334,18,16,USA,"Bakersfield, Calif.",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2026
Columbia International University,Appalachian Athletic Conference,Nicole Matijow,Fr.,921,17,10,USA,"Raleigh, N.C.",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Columbia International University,Appalachian Athletic Conference,Marisa Dill,Sr.,1724,20,20,USA,"Jacksonville, Fla.",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2027
Columbia International University,Appalachian Athletic Conference,Gabriella Hlaca,Fr.,414,16,0,,"Sunshine Coast, AU",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,Needs Review,"unrecognized region 'AU' in hometown 'Sunshine Coast, AU'",Midfielder,2030
Columbia International University,Appalachian Athletic Conference,Lauren Jackson,So.,1086,20,15,USA,"Elgin, S.C",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Forward,2029
Columbia International University,Appalachian Athletic Conference,Chloe Battaglia,Sr.,1691,20,20,USA,"St. Petersburg, Fla.",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Defender,2027
Columbia International University,Appalachian Athletic Conference,Lillian Fuller,Fr.,93,3,0,USA,"Harrisburg, Pennsylvania",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Columbia International University,Appalachian Athletic Conference,Joanna Croxton,,99,4,0,,,,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,Needs Review,"stats-page player not found on roster page (name mismatch or transfer/departure); No position data published by school (verified: roster table, player cards, bio pages, and stats pages all checked); No class/year data published by school (verified: roster table, player cards, and bio pages all checked)",,
Columbia International University,Appalachian Athletic Conference,Aubrey Taylor,Fr.,1667,20,20,USA,"Green Cove Springs, Fla.",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Columbia International University,Appalachian Athletic Conference,Lily Vengelis,Jr.,1002,19,8,USA,"Morganville, N.J.",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Midfielder,2028
Columbia International University,Appalachian Athletic Conference,Taylor Bullock,Fr.,290,7,0,USA,"Apex, N.C",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Goalkeeper,2030
Columbia International University,Appalachian Athletic Conference,Brooke Cornwall,Fr.,85,5,0,USA,"Greensboro, N.C",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Forward,2030
Columbia International University,Appalachian Athletic Conference,Olivia Hazel,Fr.,51,3,0,USA,"Easley, S.C.",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Defender,2030
Columbia International University,Appalachian Athletic Conference,Makyia Jones,Jr.,52,2,0,USA,"Columbus, Ga.",,https://ciurams.com/sports/womens-soccer/stats/2025,https://ciurams.com/sports/womens-soccer/roster/2025,High,,Defender,2028
