school_id,name,division,conference,conf_tier,2022_W,2022_L,2022_D,2023_W,2023_L,2023_D,2024_W,2024_L,2024_D,2025_W,2025_L,2025_D,2022_ps,2023_ps,2024_ps,2025_ps
minnesota_state_moorhead,Minnesota State Moorhead,D2,Northern Sun Intercollegiate Conference,d2t1,2,11,3,3,10,5,1,14,3,3,14,1,,,,
minot_state,Minot State,D2,Northern Sun Intercollegiate Conference,d2t1,9,3,9,6,8,4,11,4,5,9,5,5,,,,
mississippi_christian,Mississippi Christian,D2,Gulf South Conference,d2t1,15,4,2,11,4,2,8,6,3,8,9,3,,,,
missouri_sandt,Missouri S&T,D2,Great Lakes Valley Conference,d2t1,3,8,4,6,8,3,4,11,2,9,6,4,,,,
missouri_southern,Missouri Southern,D2,Mid-America Intercollegiate Athletics Association,d2t1,2,14,1,0,15,3,2,12,4,2,13,3,,,,
missouri_western,Missouri Western,D2,Mid-America Intercollegiate Athletics Association,d2t1,5,10,4,5,8,6,16,3,3,12,3,7,,,,
molloy,Molloy,D2,East Coast Conference,d2t1,12,4,3,12,5,5,12,5,2,11,3,4,,,,
montana_state_billings,Montana State Billings,D2,Great Northwest Athletic Conference,d2t1,3,12,4,5,9,3,6,8,4,3,15,0,,,,
montevallo,Montevallo,D2,Gulf South Conference,d2t1,12,3,3,12,5,3,14,6,3,13,7,2,,,,
mount_olive,Mount Olive,D2,Conference Carolinas,d2t1,,,,6,5,7,7,5,5,5,11,3,,,,
nebraska_at_kearney,Nebraska at Kearney,D2,Mid-America Intercollegiate Athletics Association,d2t1,0,15,3,3,13,2,8,6,5,3,9,5,,,,
new_mexico_highlands,New Mexico Highlands,D2,Rocky Mountain Athletic Conference,d2t1,1,15,0,0,14,2,2,14,2,1,15,0,,,,
newberry,Newberry,D2,South Atlantic Conference,d2t1,5,11,1,5,11,2,6,6,4,5,6,4,,,,
newman,Newman,D2,Mid-America Intercollegiate Athletics Association,d2t1,1,15,2,2,15,1,0,17,1,2,14,2,,,,
north_georgia,North Georgia,D2,Peach Belt Conference,d2t1,10,5,3,14,4,4,13,4,3,18,3,1,,,,
north_greenville,North Greenville,D2,Conference Carolinas,d2t1,13,4,1,11,5,2,2,10,5,5,10,3,,,,
northeastern_state,Northeastern State,D2,Mid-America Intercollegiate Athletics Association,d2t1,7,4,8,6,9,4,,,,12,7,1,,,,
northern_michigan,Northern Michigan,D2,Great Lakes Intercollegiate Athletic Conference,d2t1,13,4,5,16,2,4,14,4,4,7,8,5,,,,
northern_state,Northern State,D2,Northern Sun Intercollegiate Conference,d2t1,9,5,5,9,4,5,7,7,4,6,9,4,,,,
northwest_missouri_state,Northwest Missouri State,D2,Mid-America Intercollegiate Athletics Association,d2t1,13,5,3,8,5,6,7,6,6,10,6,2,,,,
northwest_nazarene,Northwest Nazarene,D2,Great Northwest Athletic Conference,d2t1,12,4,4,6,5,7,,,,5,11,2,,,,
northwestern_oklahoma_state,Northwestern Oklahoma State,D2,Great American Conference,d2t1,7,5,7,2,8,8,2,9,7,10,6,3,,,,
northwood,Northwood,D2,Great Midwest Athletic Conference,d2t1,10,5,4,14,2,2,12,2,5,10,1,5,,,,
nova_southeastern,Nova Southeastern,D2,Sunshine State Conference,d2t1,9,3,4,12,5,1,8,6,4,16,1,4,,,,
ohio_dominican,Ohio Dominican,D2,Great Midwest Athletic Conference,d2t1,5,8,4,5,8,6,5,7,6,4,9,5,,,,
oklahoma_baptist,Oklahoma Baptist,D2,Great American Conference,d2t1,7,9,4,9,9,2,6,6,7,2,11,5,,,,
oklahoma_christian,Oklahoma Christian,D2,Lone Star Conference,d2t1,4,8,5,6,5,6,10,5,4,6,10,2,,,,
ouachita_baptist,Ouachita Baptist,D2,Great American Conference,d2t1,9,5,5,11,3,7,8,8,4,8,7,5,,,,
pace,Pace,D2,Northeast-10 Conference,d2t1,6,8,3,7,7,2,4,8,5,8,9,1,,,,
palm_beach_atlantic,Palm Beach Atlantic,D2,Sunshine State Conference,d2t1,2,10,3,1,10,4,7,7,2,3,8,5,,,,
pennwest_california,PennWest California,D2,Pennsylvania State Athletic Conference,d2t1,6,8,3,2,13,3,4,12,2,2,12,3,,,,
pennwest_clarion,PennWest Clarion,D2,Pennsylvania State Athletic Conference,d2t1,4,11,3,4,10,4,2,14,1,4,12,3,,,,
pennwest_edinboro,PennWest Edinboro,D2,Pennsylvania State Athletic Conference,d2t1,2,9,7,5,9,4,5,7,4,8,9,1,,,,
pitt_johnstown,Pitt-Johnstown,D2,Pennsylvania State Athletic Conference,d2t1,4,10,4,3,10,5,8,7,2,2,9,5,,,,
point_loma_nazarene,Point Loma Nazarene,D2,Pacific West Conference,d2t1,13,3,4,17,3,1,17,3,1,10,4,5,,champion,,
point_park,Point Park,D2,Mountain East Conference,d2t1,10,6,2,11,5,4,3,10,5,8,7,4,,,,
post,Post,D2,Central Atlantic Collegiate Conference,d2t1,9,9,1,4,9,3,2,13,0,1,13,2,,,,
puerto_rico_bayamón,Puerto Rico-Bayamón,D2,Independent,d2t1,,,,,,,,,,,,,,,,
puerto_rico_río_piedras,Puerto Rico-Río Piedras,D2,Independent,d2t1,,,,,,,,,,,,,,,,
purdue_northwest,Purdue Northwest,D2,Great Lakes Intercollegiate Athletic Conference,d2t1,0,18,1,2,14,3,7,7,5,6,11,2,,,,
queens_cuny,Queens (CUNY),D2,East Coast Conference,d2t1,2,10,3,6,7,4,10,7,1,2,9,6,,,,
quincy,Quincy,D2,Great Lakes Valley Conference,d2t1,2,7,7,4,10,3,4,10,3,10,4,4,,,,
regis_co,Regis (CO),D2,Rocky Mountain Athletic Conference,d2t1,12,7,2,14,5,1,6,10,3,10,5,4,,,,
roberts_wesleyan,Roberts Wesleyan,D2,East Coast Conference,d2t1,14,4,2,10,3,3,5,10,1,11,3,5,,,,
rockhurst,Rockhurst,D2,Great Lakes Valley Conference,d2t1,11,3,3,8,6,4,12,6,1,8,6,4,,,,
rogers_state,Rogers State,D2,Mid-America Intercollegiate Athletics Association,d2t1,5,7,6,7,9,2,3,12,3,2,8,7,,,,
rollins,Rollins,D2,Sunshine State Conference,d2t1,5,8,3,9,7,3,8,5,3,7,6,4,,,,
roosevelt,Roosevelt,D2,Great Lakes Intercollegiate Athletic Conference,d2t1,5,7,4,6,10,0,0,13,4,5,12,1,,,,
saginaw_valley_state,Saginaw Valley State,D2,Great Lakes Intercollegiate Athletic Conference,d2t1,11,6,3,9,5,5,9,6,6,13,6,2,,,,
saint_anselm,Saint Anselm,D2,Northeast-10 Conference,d2t1,10,7,2,7,6,5,5,4,10,10,3,5,,,,
saint_leo,Saint Leo,D2,Sunshine State Conference,d2t1,8,6,2,4,7,5,9,5,5,3,9,3,,,,
saint_martins,Saint Martin's,D2,Great Northwest Athletic Conference,d2t1,5,10,2,3,8,7,3,13,3,2,12,4,,,,
saint_michaels,Saint Michael's,D2,Northeast-10 Conference,d2t1,5,5,5,7,6,4,11,4,4,16,3,1,,,,
salem,Salem,D2,Independent,d2t1,3,11,3,0,14,1,,,,1,17,0,,,,
san_francisco_state,San Francisco State,D2,California Collegiate Athletic Association,d2t1,4,9,5,3,13,2,3,13,2,1,14,3,,,,
seattle_pacific,Seattle Pacific,D2,Great Northwest Athletic Conference,d2t1,11,6,2,13,4,5,9,3,7,8,5,7,,,,
seton_hill,Seton Hill,D2,Pennsylvania State Athletic Conference,d2t1,8,4,7,7,11,1,5,6,6,3,12,2,,,,
shaw,Shaw,D2,Independent,d2t1,6,8,3,16,4,1,11,6,1,8,5,3,,,,
shawnee_state,Shawnee State,D2,Mountain East Conference,d2t1,11,9,1,8,10,1,3,9,4,4,13,1,,,,
shepherd,Shepherd,D2,Pennsylvania State Athletic Conference,d2t1,7,7,4,7,5,6,18,2,4,12,2,6,,,,
shippensburg,Shippensburg,D2,Pennsylvania State Athletic Conference,d2t1,6,6,6,,,,5,8,5,4,9,3,,,,
shorter,Shorter,D2,Conference Carolinas,d2t1,0,17,1,1,16,0,1,14,1,1,12,2,,,,
simon_fraser,Simon Fraser,D2,Great Northwest Athletic Conference,d2t1,5,7,7,8,5,6,14,4,3,14,3,5,,,,
sioux_falls,Sioux Falls,D2,Northern Sun Intercollegiate Conference,d2t1,0,12,6,3,11,3,2,15,1,6,10,2,,,,
slippery_rock,Slippery Rock,D2,Pennsylvania State Athletic Conference,d2t1,7,4,8,12,4,3,9,6,4,12,4,1,,,,
south_carolina_aiken,South Carolina Aiken,D2,Peach Belt Conference,d2t1,7,4,4,1,8,3,3,12,2,8,7,3,,,,
south_carolina_beaufort,South Carolina Beaufort,D2,Peach Belt Conference,d2t1,11,7,1,13,4,2,7,6,4,9,6,4,,,,
southern_connecticut_state,Southern Connecticut State,D2,Northeast-10 Conference,d2t1,7,7,3,5,7,5,6,6,6,3,9,3,,,,
southern_nazarene,Southern Nazarene,D2,Great American Conference,d2t1,5,11,2,10,4,5,6,5,7,6,9,3,,,,
southern_new_hampshire,Southern New Hampshire,D2,Northeast-10 Conference,d2t1,6,6,5,10,5,5,10,2,6,5,8,3,,,,
southern_wesleyan,Southern Wesleyan,D2,Conference Carolinas,d2t1,3,12,1,2,12,2,6,7,4,6,8,3,,,,
southwest_baptist,Southwest Baptist,D2,Great Lakes Valley Conference,d2t1,1,10,5,4,11,3,2,12,3,3,12,3,,,,
southwest_minnesota_state,Southwest Minnesota State,D2,Northern Sun Intercollegiate Conference,d2t1,3,8,7,6,10,1,2,14,2,,,,,,,
southwestern_oklahoma_state,Southwestern Oklahoma State,D2,Great American Conference,d2t1,9,5,7,5,11,3,5,8,5,11,5,3,,,,
spring_hill,Spring Hill,D2,Gulf South Conference,d2t1,1,14,1,5,11,2,7,8,3,7,4,7,,,,
st_cloud_state,St. Cloud State,D2,Northern Sun Intercollegiate Conference,d2t1,7,7,4,14,5,2,11,4,5,16,3,5,,,,
st_edwards,St. Edward's,D2,Lone Star Conference,d2t1,9,6,4,6,7,3,9,7,3,7,10,3,,,,
st_marys_tx,St. Mary's (TX),D2,Lone Star Conference,d2t1,12,5,4,11,6,5,9,7,3,9,6,3,,,,
st_thomas_aquinas,St. Thomas Aquinas,D2,East Coast Conference,d2t1,5,10,3,2,12,1,3,10,3,1,11,3,,,,
staten_island,Staten Island,D2,East Coast Conference,d2t1,2,9,3,4,7,4,0,12,3,3,11,2,,,,
sul_ross_state,Sul Ross State,D2,Lone Star Conference,d2t1,5,8,2,3,12,1,2,14,0,2,16,0,,,,
tampa,Tampa,D2,Sunshine State Conference,d2t1,6,6,5,5,5,6,5,3,7,5,7,4,,,,
texas_aandm_international,Texas A&M International,D2,Lone Star Conference,d2t1,5,6,6,8,5,5,4,8,6,4,9,4,,,,
texas_womans,Texas Woman's,D2,Lone Star Conference,d2t1,1,10,6,11,4,4,11,4,4,16,4,3,,,,
thomas_more,Thomas More,D2,Great Midwest Athletic Conference,d2t1,12,6,2,8,9,2,6,8,3,7,10,2,,,,
tiffin,Tiffin,D2,Great Midwest Athletic Conference,d2t1,8,8,2,3,9,5,1,15,2,3,12,3,,,,
trevecca_nazarene,Trevecca Nazarene,D2,Gulf South Conference,d2t1,9,6,4,6,7,5,4,8,3,4,7,5,,,,
truman_state,Truman State,D2,Great Lakes Valley Conference,d2t1,3,6,7,4,8,5,5,9,4,5,6,5,,,,
tusculum,Tusculum,D2,South Atlantic Conference,d2t1,9,4,5,2,10,4,,,,,,,,,,
tuskegee,Tuskegee,D2,Independent,d2t1,,,,,,,,,,,,,,,,
uc_merced,UC Merced,D2,California Collegiate Athletic Association,d2t1,10,6,3,16,3,0,12,4,2,6,8,4,,,,
uccs,UCCS,D2,Rocky Mountain Athletic Conference,d2t1,14,4,4,15,5,3,10,8,2,14,3,6,,,,
uis,UIS,D2,Great Lakes Valley Conference,d2t1,10,7,3,7,5,6,8,7,3,5,9,3,,,,
umsl,UMSL,D2,Great Lakes Valley Conference,d2t1,6,7,5,8,6,3,14,4,3,15,5,2,,,,
unc_pembroke,UNC Pembroke,D2,Conference Carolinas,d2t1,16,3,2,12,4,3,9,4,4,10,7,1,,,,
ut_dallas,UT Dallas,D2,Lone Star Conference,d2t1,7,7,2,9,2,7,8,7,1,12,3,3,,,,
ut_permian_basin,UT Permian Basin,D2,Lone Star Conference,d2t1,5,8,3,4,7,6,4,10,3,3,10,3,,,,
ut_tyler,UT Tyler,D2,Lone Star Conference,d2t1,7,5,5,3,5,9,10,4,3,11,3,5,,,,
union_tn,Union (TN),D2,Gulf South Conference,d2t1,4,11,1,8,9,1,10,6,2,4,7,4,,,,
upper_iowa,Upper Iowa,D2,Great Lakes Valley Conference,d2t1,2,12,4,2,13,2,4,8,4,4,12,2,,,,
ursuline,Ursuline,D2,Great Midwest Athletic Conference,d2t1,7,7,2,2,12,3,4,8,5,4,12,1,,,,
valdosta_state,Valdosta State,D2,Gulf South Conference,d2t1,4,11,1,8,6,4,8,7,3,6,8,4,,,,
vanguard,Vanguard,D2,Pacific West Conference,d2t1,7,6,4,8,5,4,3,10,2,6,7,3,,,,
virginia_state,Virginia State,D2,Independent,d2t1,,,,2,11,2,1,10,4,7,10,1,,,,
walsh,Walsh,D2,Great Midwest Athletic Conference,d2t1,9,7,3,9,7,2,10,7,1,6,8,3,,,,
washburn,Washburn,D2,Mid-America Intercollegiate Athletics Association,d2t1,11,6,2,21,4,1,14,4,3,14,4,6,,final,,
wayne_state_mi,Wayne State (MI),D2,Great Lakes Intercollegiate Athletic Conference,d2t1,,,,,,,,,,,,,,,,
wayne_state_ne,Wayne State (NE),D2,Northern Sun Intercollegiate Conference,d2t1,3,11,4,7,8,3,7,7,5,6,8,4,,,,
west_alabama,West Alabama,D2,Gulf South Conference,d2t1,10,5,3,7,10,2,3,9,3,11,4,3,,,,
west_chester,West Chester,D2,Pennsylvania State Athletic Conference,d2t1,23,1,1,16,3,4,10,7,1,16,3,4,final,,,
west_liberty,West Liberty,D2,Mountain East Conference,d2t1,5,12,1,7,8,4,6,11,2,4,14,1,,,,
west_texas_aandm,West Texas A&M,D2,Lone Star Conference,d2t1,14,4,4,1,10,6,6,10,2,7,9,2,,,,
west_virginia_state,West Virginia State,D2,Mountain East Conference,d2t1,17,3,2,11,6,3,16,4,3,15,5,1,,,,
west_virginia_wesleyan,West Virginia Wesleyan,D2,Mountain East Conference,d2t1,6,11,1,4,13,1,6,10,3,7,8,2,,,,
western_colorado,Western Colorado,D2,Rocky Mountain Athletic Conference,d2t1,6,10,2,4,11,3,4,10,4,2,12,5,,,,
western_oregon,Western Oregon,D2,Great Northwest Athletic Conference,d2t1,7,6,5,8,5,6,6,6,8,11,5,5,,,,
western_washington,Western Washington,D2,Great Northwest Athletic Conference,d2t1,19,2,4,12,5,4,14,4,5,14,1,7,champion,,,
westminster_ut,Westminster (UT),D2,Rocky Mountain Athletic Conference,d2t1,10,6,2,7,9,3,7,6,4,7,4,6,,,,
westmont,Westmont,D2,Pacific West Conference,d2t1,16,1,3,7,4,5,9,8,2,5,11,0,,,,
wheeling,Wheeling,D2,Mountain East Conference,d2t1,6,11,1,5,11,2,5,13,1,3,11,4,,,,
william_jewell,William Jewell,D2,Great Lakes Valley Conference,d2t1,1,13,2,1,14,1,4,11,2,2,11,4,,,,
wilmington_de,Wilmington (DE),D2,Central Atlantic Collegiate Conference,d2t1,5,8,5,11,2,4,12,4,1,9,2,6,,,,
wingate,Wingate,D2,South Atlantic Conference,d2t1,11,5,4,14,4,2,12,4,3,9,8,1,,,,
winona_state,Winona State,D2,Northern Sun Intercollegiate Conference,d2t1,9,6,4,3,7,7,6,8,2,7,6,4,,,,
wisconsin_parkside,Wisconsin-Parkside,D2,Great Lakes Intercollegiate Athletic Conference,d2t1,7,11,1,8,8,4,5,9,5,10,8,2,,,,
young_harris,Young Harris,D2,Conference Carolinas,d2t1,4,11,0,9,6,4,9,6,3,11,6,3,,,,
adrian_college,Adrian College,D3,Michigan Intercollegiate Athletic Association,d3t1,8,6,5,8,6,3,12,5,1,6,11,2,,,,
agnes_scott_college,Agnes Scott College,D3,Collegiate Conference of the South,d3t1,2,12,1,3,11,3,2,13,0,5,11,2,,,,
albertus_magnus,Albertus Magnus,D3,Great Northeast Athletic Conference,d3t1,,,,,,,,,,14,3,3,,,,
albion_college,Albion College,D3,Michigan Intercollegiate Athletic Association,d3t1,7,5,5,6,2,10,4,10,3,10,5,2,,,,
albright_college,Albright College,D3,Middle Atlantic Conference (Commonwealth),d3t1,3,12,4,4,12,2,2,13,2,2,14,3,,,,
alfred_university,Alfred University,D3,Empire 8,d3t1,6,7,5,4,6,7,7,4,6,7,10,2,,,,
allegheny_college,Allegheny College,D3,Presidents' Athletic Conference,d3t1,4,9,4,6,10,1,12,7,1,6,9,5,,,,
alma_college,Alma College,D3,Michigan Intercollegiate Athletic Association,d3t1,4,7,2,1,12,1,1,12,1,9,8,1,,,,
alvernia_university,Alvernia University,D3,Middle Atlantic Conference (Commonwealth),d3t1,4,9,5,2,13,3,6,11,2,4,8,6,,,,
alverno_college,Alverno College,D3,Northern Athletics Collegiate Conference,d3t1,0,14,1,,,,,,,,,,,,,
amherst_college,Amherst College,D3,New England Small College Athletic Conference,d3t1,18,3,0,18,2,1,14,2,6,11,5,2,,,,
anderson_university_in,Anderson University (IN),D3,Heartland Collegiate Athletic Conference,d3t1,10,4,4,7,8,2,7,8,3,,,,,,,
anna_maria_college,Anna Maria College,D3,Massachusetts State Collegiate Athletic Conference,d3t1,,,,,,,,,,1,13,2,,,,
arcadia_university,Arcadia University,D3,Middle Atlantic Conference (Freedom),d3t1,7,9,3,9,11,0,7,11,2,11,4,3,,,,
asbury_university,Asbury University,D3,Collegiate Conference of the South,d3t1,3,14,2,2,9,4,9,8,5,11,9,4,,,,
augsburg_university,Augsburg University,D3,Minnesota Intercollegiate Athletic Conference,d3t1,6,10,2,11,4,4,8,5,5,10,8,1,,,,
augustana_college,Augustana College,D3,College Conference of Illinois & Wisconsin,d3t1,9,6,4,10,5,4,9,6,4,3,13,2,,,,
aurora_university,Aurora University,D3,Northern Athletics Collegiate Conference,d3t1,6,8,4,6,6,5,2,11,5,5,12,1,,,,
austin_college,Austin College,D3,Southern Collegiate Athletic Conference,d3t1,1,15,1,,,,,,,,,,,,,
averett_university,Averett University,D3,Old Dominion Athletic Conference,d3t1,5,9,2,6,10,2,4,9,3,3,12,1,,,,
azusa_pacific_university,Azusa Pacific University,D3,Southern California Intercollegiate Athletic Conference,d3t1,9,4,4,8,4,6,12,4,1,12,4,5,,,,
babson_college,Babson College,D3,New England Women's and Men's Athletic Conference,d3t1,14,4,1,12,7,3,8,7,5,8,5,5,,,,
baldwin_wallace_university,Baldwin Wallace University,D3,Ohio Athletic Conference,d3t1,9,9,1,8,8,4,7,10,3,4,11,4,,,,
bard_college,Bard College,D3,Liberty League,d3t1,3,13,1,4,10,1,3,13,1,3,12,0,,,,
bates_college,Bates College,D3,New England Small College Athletic Conference,d3t1,5,6,4,3,8,4,5,9,1,4,8,3,,,,
batten_university,Batten University,D3,Old Dominion Athletic Conference,d3t1,18,3,4,17,4,2,10,6,3,15,4,3,,,,
bay_path_university,Bay Path University,D3,New England Collegiate Conference,d3t1,,,,,,,,,,,,,,,,
belhaven_university,Belhaven University,D3,Collegiate Conference of the South,d3t1,9,7,3,13,4,2,13,6,1,14,5,3,,,,
beloit_college,Beloit College,D3,Midwest Conference,d3t1,9,5,2,5,9,5,5,11,3,4,11,2,,,,
benedictine_university,Benedictine University,D3,Northern Athletics Collegiate Conference,d3t1,6,10,3,4,10,4,0,12,7,2,16,0,,,,
berea_college,Berea College,D3,Heartland Collegiate Athletic Conference,d3t1,2,14,2,2,13,3,3,13,3,8,9,2,,,,
berry_college,Berry College,D3,Southern Athletic Association,d3t1,10,5,2,5,10,1,6,7,4,7,4,5,,,,
bethany_college_wv,Bethany College (WV),D3,Presidents' Athletic Conference,d3t1,10,6,3,3,10,3,8,7,3,2,14,0,,,,
bethany_lutheran_college,Bethany Lutheran College,D3,Upper Midwest Athletic Conference,d3t1,11,7,1,11,6,2,9,7,3,9,8,2,,,,
bethel_university_mn,Bethel University (MN),D3,Minnesota Intercollegiate Athletic Conference,d3t1,5,8,3,4,10,2,6,7,4,3,13,2,,,,
blackburn_college,Blackburn College,D3,St. Louis Intercollegiate Athletic Conference,d3t1,,,,4,8,4,0,13,1,,,,,,,
bluffton_university,Bluffton University,D3,Heartland Collegiate Athletic Conference,d3t1,,,,3,11,3,5,9,3,,,,,,,
bowdoin_college,Bowdoin College,D3,New England Small College Athletic Conference,d3t1,10,4,3,11,5,5,2,7,6,10,6,0,,,,
brandeis_university,Brandeis University,D3,University Athletic Association,d3t1,7,8,2,6,8,3,9,7,1,8,5,4,,,,
brevard_college,Brevard College,D3,USA South Athletic Conference,d3t1,10,5,5,13,5,3,15,0,3,18,1,1,,,,
bridgewater_college,Bridgewater College,D3,Old Dominion Athletic Conference,d3t1,13,4,1,12,6,1,7,7,5,15,6,0,,,,
bridgewater_state_university,Bridgewater State University,D3,Massachusetts State Collegiate Athletic Conference,d3t1,10,6,2,11,6,1,12,5,3,5,8,5,,,,
bryn_athyn_college_of_the_new_church,Bryn Athyn College of the New Church,D3,United East Conference,d3t1,14,3,1,13,3,1,7,9,1,,,,,,,
bryn_mawr_college,Bryn Mawr College,D3,Centennial Conference,d3t1,1,13,3,3,10,3,4,10,3,5,12,1,,,,
buena_vista_university,Buena Vista University,D3,American Rivers Conference,d3t1,4,12,1,,,,7,10,1,4,12,2,,,,
cuny_brooklyn_college,CUNY Brooklyn College,D3,City University of New York Athletic Conference,d3t1,2,13,0,3,10,2,6,9,3,4,11,1,,,,
cuny_city_college,CUNY City College,D3,City University of New York Athletic Conference,d3t1,9,3,1,10,5,0,3,10,2,4,8,3,,,,
cuny_john_jay_college_of_criminal_justice,CUNY John Jay College of Criminal Justice,D3,City University of New York Athletic Conference,d3t1,12,3,2,,,,10,6,1,11,3,3,,,,
cuny_lehman_college,CUNY Lehman College,D3,City University of New York Athletic Conference,d3t1,2,10,1,5,8,1,11,5,0,1,13,0,,,,
cuny_medgar_evers_college,CUNY Medgar Evers College,D3,City University of New York Athletic Conference,d3t1,0,4,0,0,6,0,0,13,0,0,0,0,,,,
cuny_york_college,CUNY York College,D3,City University of New York Athletic Conference,d3t1,,,,,,,4,11,0,3,10,0,,,,
cairn_university,Cairn University,D3,United East Conference,d3t1,11,7,1,7,6,4,5,9,1,2,11,2,,,,
california_institute_of_technology,California Institute of Technology,D3,Southern California Intercollegiate Athletic Conference,d3t1,4,8,5,0,12,3,3,12,1,1,11,2,,,,
california_lutheran_university,California Lutheran University,D3,Southern California Intercollegiate Athletic Conference,d3t1,9,5,5,19,1,6,12,4,4,17,4,2,,,,
calvin_university,Calvin University,D3,Michigan Intercollegiate Athletic Association,d3t1,18,1,1,16,2,3,15,3,2,16,5,0,,,,
capital_university,Capital University,D3,Ohio Athletic Conference,d3t1,12,4,3,10,6,4,7,9,4,9,6,3,,,,
carleton_college,Carleton College,D3,Minnesota Intercollegiate Athletic Conference,d3t1,13,2,3,16,3,2,14,2,7,18,3,3,,,,
carlow_university,Carlow University,D3,Allegheny Mountain Collegiate Conference,d3t1,7,8,2,,,,,,,,,,,,,
carnegie_mellon_university,Carnegie Mellon University,D3,University Athletic Association,d3t1,12,2,2,11,0,6,11,2,4,9,4,5,,,,
carroll_university,Carroll University,D3,College Conference of Illinois & Wisconsin,d3t1,11,4,5,11,6,3,11,4,3,5,6,5,,,,
carthage_college,Carthage College,D3,College Conference of Illinois & Wisconsin,d3t1,3,8,5,2,7,7,5,8,4,8,6,5,,,,
case_western_reserve_university,Case Western Reserve University,D3,University Athletic Association,d3t1,20,1,1,12,2,4,9,5,5,14,2,4,final,,,
catholic_university_of_america,Catholic University of America,D3,Landmark Conference,d3t1,3,10,5,12,5,3,8,7,4,11,7,3,,,,
cedar_crest_college,Cedar Crest College,D3,Colonial States Athletic Conference,d3t1,12,4,2,4,5,7,5,8,2,3,11,0,,,,
centenary_college_of_louisiana,Centenary College of Louisiana,D3,Southern Collegiate Athletic Conference,d3t1,2,16,2,,,,,,,,,,,,,
centenary_university,Centenary University,D3,Atlantic East Conference,d3t1,4,9,2,5,9,2,4,12,0,4,10,3,,,,
central_college,Central College,D3,American Rivers Conference,d3t1,9,6,3,9,5,4,11,7,2,10,5,3,,,,
centre_college,Centre College,D3,Southern Athletic Association,d3t1,16,3,2,12,2,5,11,5,2,13,5,2,,,,
chapman_university,Chapman University,D3,Southern California Intercollegiate Athletic Conference,d3t1,4,7,6,6,6,5,6,9,2,8,7,4,,,,
chatham_university,Chatham University,D3,Presidents' Athletic Conference,d3t1,11,3,4,2,11,3,8,9,2,10,6,3,,,,
christopher_newport_university,Christopher Newport University,D3,Coast-to-Coast Athletic Conference,d3t1,19,0,3,19,0,3,19,2,2,14,2,3,,,,
claremont_mckenna_college,Claremont McKenna College,D3,Southern California Intercollegiate Athletic Conference,d3t1,9,6,6,7,7,3,13,4,3,13,4,3,,,,
clark_university,Clark University,D3,New England Women's and Men's Athletic Conference,d3t1,12,6,2,8,7,4,5,11,2,7,6,5,,,,
clarkson_university,Clarkson University,D3,Liberty League,d3t1,9,6,4,11,5,2,5,7,5,3,9,3,,,,
coe_college,Coe College,D3,American Rivers Conference,d3t1,1,15,1,6,9,2,3,13,2,2,12,4,,,,
colby_college,Colby College,D3,New England Small College Athletic Conference,d3t1,5,9,1,5,6,4,13,5,3,11,5,3,,,,
colby_sawyer,Colby-Sawyer,D3,Great Northeast Athletic Conference,d3t1,7,10,4,12,7,3,9,4,8,6,9,5,,,,
college_of_mount_saint_vincent,College of Mount Saint Vincent,D3,Skyline Conference,d3t1,,,,13,6,3,11,6,2,13,4,2,,,,
college_of_saint_benedict,College of Saint Benedict,D3,Minnesota Intercollegiate Athletic Conference,d3t1,12,5,2,9,6,3,5,8,4,7,11,0,,,,
concordia_college_moorhead,Concordia College-Moorhead,D3,Minnesota Intercollegiate Athletic Conference,d3t1,5,10,2,,,,8,7,1,,,,,,,
concordia_university_chicago,Concordia University-Chicago,D3,Northern Athletics Collegiate Conference,d3t1,3,8,5,3,12,3,7,9,4,3,13,3,,,,
concordia_university_texas,Concordia University-Texas,D3,Southern Collegiate Athletic Conference,d3t1,9,6,3,2,7,8,9,8,2,7,9,4,,,,
concordia_university_wisconsin,Concordia University-Wisconsin,D3,Northern Athletics Collegiate Conference,d3t1,17,4,2,5,10,3,11,5,3,9,8,3,,,,
connecticut_college,Connecticut College,D3,New England Small College Athletic Conference,d3t1,7,6,3,9,6,1,5,9,2,5,9,1,,,,
cornell_college,Cornell College,D3,Midwest Conference,d3t1,4,13,3,1,10,3,2,13,1,2,15,0,,,,
covenant_college,Covenant College,D3,Collegiate Conference of the South,d3t1,7,5,5,8,5,5,9,6,1,6,9,2,,,,
crown_college,Crown College,D3,Upper Midwest Athletic Conference,d3t1,7,10,4,9,11,3,7,9,3,4,13,4,,,,
curry_college,Curry College,D3,Conference of New England,d3t1,10,6,3,4,7,7,,,,,,,,,,
depauw_university,DePauw University,D3,North Coast Athletic Conference,d3t1,10,5,3,11,4,5,12,6,3,10,7,1,,,,
desales_university,DeSales University,D3,Middle Atlantic Conference (Freedom),d3t1,13,7,2,5,13,1,6,12,2,4,9,3,,,,
dean,Dean,D3,Great Northeast Athletic Conference,d3t1,2,10,4,4,10,3,2,12,3,2,14,2,,,,
delaware_valley_university,Delaware Valley University,D3,Middle Atlantic Conference (Freedom),d3t1,6,12,1,7,10,2,2,15,1,3,14,1,,,,
denison_university,Denison University,D3,North Coast Athletic Conference,d3t1,7,9,4,8,5,6,10,5,3,9,5,5,,,,
dickinson_college,Dickinson College,D3,Centennial Conference,d3t1,10,7,2,9,8,1,11,5,3,13,5,3,,,,
