school_id,name,division,conference,conf_tier,2022_W,2022_L,2022_D,2023_W,2023_L,2023_D,2024_W,2024_L,2024_D,2025_W,2025_L,2025_D,2022_ps,2023_ps,2024_ps,2025_ps
samford,Samford,D1,Southern,d1t3,11,4,7,12,4,5,12,7,3,13,3,5,appearance,,appearance,appearance
san_diego,San Diego,D1,West Coast,d1t2,2,12,5,1,15,2,3,11,5,4,7,7,,,,
san_diego_state,San Diego State,D1,Pac-12,d1t3,7,6,8,14,3,3,9,8,4,9,4,7,,,,
san_francisco,San Francisco,D1,West Coast,d1t2,8,5,6,6,9,3,5,11,2,3,11,4,,,,
san_jose_state,San Jose State,D1,Mountain West,d1t3,8,7,7,3,10,6,1,13,5,1,14,3,appearance,,,
santa_clara,Santa Clara,D1,West Coast,d1t2,11,7,3,14,5,2,13,4,4,8,6,5,r32,r32,r32,
seattle,Seattle,D1,West Coast,d1t2,11,6,3,10,9,2,10,3,6,10,3,6,,,,
seton_hall,Seton Hall,D1,Big East,d1t2,5,10,3,6,7,5,4,12,3,3,10,5,,,,
siena,Siena,D1,Metro,d1t3,2,11,5,4,9,4,10,8,2,9,5,6,,,,
south_alabama,South Alabama,D1,Sun Belt,d1t3,11,2,7,16,1,3,10,6,3,10,4,4,,,,
south_carolina,South Carolina,D1,SEC,d1t1,15,4,5,12,3,6,11,4,7,10,5,5,r16,r32,r32,appearance
south_carolina_state,South Carolina State,D1,Independent,d1t4,2,18,0,0,13,1,1,14,0,2,14,0,,,,
south_dakota,South Dakota,D1,Summit,d1t4,4,9,5,7,7,4,3,9,6,7,6,6,,,,
south_dakota_state,South Dakota State,D1,Summit,d1t4,13,1,5,13,4,3,15,5,2,13,3,6,,appearance,appearance,appearance
south_florida,South Florida,D1,American,d1t2,,,,10,6,2,12,2,5,9,8,3,,,,
southeast_missouri_state,Southeast Missouri State,D1,Ohio Valley,d1t4,8,6,3,7,6,6,3,11,3,2,15,2,,,,
southeastern_louisiana,Southeastern Louisiana,D1,Southland,d1t4,7,7,3,6,10,2,6,9,2,6,8,4,,,,
southern,Southern,D1,SWAC,d1t4,9,9,2,8,6,4,9,10,2,3,12,1,,,appearance,
southern_illinois,Southern Illinois,D1,Missouri Valley,d1t3,8,5,4,1,11,5,6,8,5,10,6,3,,,,
southern_indiana,Southern Indiana,D1,Ohio Valley,d1t4,5,8,4,4,8,7,5,9,5,9,7,5,,,,
southern_miss,Southern Miss,D1,Sun Belt,d1t3,2,10,4,6,9,3,3,7,5,2,14,1,,,,
southern_utah,Southern Utah,D1,Big Sky,d1t4,9,6,2,3,11,5,2,10,5,3,12,3,,,,
st_bonaventure,St. Bonaventure,D1,Atlantic 10,d1t3,3,8,6,3,8,6,2,13,3,3,13,2,,,,
st_john_s,St. John's,D1,Big East,d1t2,7,5,7,10,6,3,6,7,5,3,9,5,,,,
st_thomas,St. Thomas,D1,Summit,d1t4,6,8,3,3,7,5,5,9,3,,,,,,,
stanford,Stanford,D1,ACC,d1t1,17,2,3,20,1,4,16,5,2,21,2,2,r32,final,appearance,final
stephen_f_austin,Stephen F. Austin,D1,Southland,d1t4,6,11,1,2,14,2,14,4,2,8,4,10,,,appearance,
stetson,Stetson,D1,ASUN,d1t3,6,11,1,3,12,3,8,11,0,5,14,0,,,,
stonehill,Stonehill,D1,NEC,d1t4,4,13,1,2,13,3,8,10,1,6,8,4,,,,
stony_brook,Stony Brook,D1,CAA,d1t3,7,8,4,6,6,6,14,4,3,12,6,2,,,appearance,
syracuse,Syracuse,D1,ACC,d1t1,8,7,3,2,14,2,6,10,2,5,9,4,,,,
tcu,TCU,D1,Big 12,d1t1,14,5,5,10,6,3,17,4,2,18,3,3,r16,,r32,semi
tarleton_state,Tarleton State,D1,UAC,d1t4,6,9,3,4,12,3,9,8,3,7,7,6,,,,
temple,Temple,D1,American,d1t2,1,11,4,2,13,3,,,,,,,,,,
tennessee,Tennessee,D1,SEC,d1t1,11,6,2,9,7,4,9,7,4,12,4,3,appearance,r32,appearance,appearance
tennessee_tech,Tennessee Tech,D1,Southern,d1t3,8,5,5,9,6,4,6,8,6,,,,,,,appearance
texas,Texas,D1,SEC,d1t1,15,3,4,17,5,2,17,4,2,4,12,1,r32,r16,r32,
texas_a_m,Texas A&M,D1,SEC,d1t1,9,7,5,10,8,4,8,9,2,5,7,5,appearance,r32,,
texas_a_m_corpus_christi,Texas A&M-Corpus Christi,D1,Southland,d1t4,8,9,1,7,8,4,10,5,5,5,8,6,,,,
texas_southern,Texas Southern,D1,SWAC,d1t4,5,10,3,7,13,1,9,9,2,8,7,4,,,,
texas_state,Texas State,D1,Pac-12,d1t3,12,5,2,9,7,4,12,5,5,10,4,7,,,,appearance
texas_tech,Texas Tech,D1,Big 12,d1t1,9,4,6,16,2,5,15,5,2,14,2,5,,r16,r32,r32
the_citadel,The Citadel,D1,Southern,d1t3,10,9,0,3,9,6,4,11,3,5,9,3,,,,
toledo,Toledo,D1,MAC,d1t3,2,10,6,7,9,2,6,7,5,4,8,6,,,,
towson,Towson,D1,CAA,d1t3,12,3,5,15,3,2,6,4,9,5,5,6,,appearance,,
troy,Troy,D1,Sun Belt,d1t3,3,9,4,6,10,2,5,9,3,5,9,3,,,,
tulsa,Tulsa,D1,American,d1t2,7,7,3,5,9,5,7,9,4,9,6,5,,,,
uab,UAB,D1,American,d1t2,9,4,5,6,7,5,7,5,5,7,6,6,,,,
uc_davis,UC Davis,D1,Mountain West,d1t3,9,6,4,10,7,2,13,5,2,3,12,4,,,,
uc_irvine,UC Irvine,D1,Big West,d1t3,11,6,7,10,8,6,6,7,6,8,5,7,r16,r16,,
uc_riverside,UC Riverside,D1,Big West,d1t3,2,9,7,2,10,7,2,13,4,0,16,2,,,,
uc_san_diego,UC San Diego,D1,Big West,d1t3,3,10,6,5,8,5,3,12,4,5,6,8,,,,
uc_santa_barbara,UC Santa Barbara,D1,Big West,d1t3,5,9,6,4,8,7,8,6,9,13,5,5,,,appearance,
ucf,UCF,D1,Big 12,d1t1,9,2,7,10,7,1,3,6,6,12,4,5,r32,,,r32
ucla,UCLA,D1,Big Ten,d1t1,22,2,1,16,2,1,17,4,3,12,5,4,champion,appearance,r32,r32
uconn,UConn,D1,Big East,d1t2,8,6,4,10,4,5,14,5,4,11,4,3,,,r32,
uic,UIC,D1,Missouri Valley,d1t3,5,6,6,6,8,5,8,10,2,8,8,6,,,,appearance
umbc,UMBC,D1,America East,d1t3,5,8,4,3,11,4,5,12,1,6,8,4,,,,
umass,UMass,D1,MAC,d1t3,5,9,5,9,5,4,13,5,3,5,8,4,,,,
umass_lowell,UMass Lowell,D1,America East,d1t3,7,7,4,5,6,7,6,10,3,6,5,6,,,,
unc_asheville,UNC Asheville,D1,Big South,d1t3,4,10,3,7,6,4,4,12,1,5,9,3,,,,
unc_greensboro,UNC Greensboro,D1,Southern,d1t3,10,7,4,7,9,3,5,9,5,4,12,3,,,,
unc_wilmington,UNC Wilmington,D1,CAA,d1t3,7,7,3,5,9,3,4,9,5,11,3,4,,,,
unlv,UNLV,D1,Mountain West,d1t3,5,9,5,7,7,6,7,11,2,4,10,5,,,,
usc,USC,D1,Big Ten,d1t1,12,3,3,11,5,3,18,1,4,7,7,3,appearance,r32,quarter,
usc_upstate,USC Upstate,D1,Big South,d1t3,9,5,4,11,4,4,10,5,4,10,6,3,,,appearance,
ut_martin,UT Martin,D1,Ohio Valley,d1t4,4,9,5,5,8,6,4,11,3,3,7,9,,,,
ut_rio_grande_valley,UT Rio Grande Valley,D1,Southland,d1t4,3,12,3,3,10,4,7,7,5,6,10,2,,,,
utep,UTEP,D1,Mountain West,d1t3,4,11,3,2,11,4,5,8,4,3,9,5,,,,
utsa,UTSA,D1,American,d1t2,12,6,4,7,7,4,8,7,3,10,6,6,appearance,,,appearance
utah,Utah,D1,Big 12,d1t1,6,7,6,6,8,6,8,6,5,7,10,3,,,,
utah_state,Utah State,D1,Pac-12,d1t3,8,5,8,14,8,1,18,1,5,10,6,7,,appearance,appearance,appearance
utah_tech,Utah Tech,D1,Big Sky,d1t4,10,6,2,8,7,5,5,7,5,8,7,5,,,,
utah_valley,Utah Valley,D1,Big West,d1t3,14,5,3,10,4,5,12,5,2,14,5,3,appearance,,,appearance
vcu,VCU,D1,Atlantic 10,d1t3,8,3,8,5,9,4,4,9,5,7,10,3,,,,
vmi,VMI,D1,Southern,d1t3,1,17,2,2,17,0,6,11,2,2,17,1,,,,
valparaiso,Valparaiso,D1,Missouri Valley,d1t3,8,7,4,11,6,6,4,13,1,5,8,4,,appearance,,
vanderbilt,Vanderbilt,D1,SEC,d1t1,11,3,3,8,5,5,9,2,6,18,4,2,r32,,r16,quarter
vermont,Vermont,D1,America East,d1t3,4,9,3,10,7,1,8,5,5,8,4,6,,,,
villanova,Villanova,D1,Big East,d1t2,4,8,4,4,7,7,5,7,6,9,8,1,,,,
virginia,Virginia,D1,ACC,d1t1,16,4,3,8,3,6,13,5,1,14,3,5,quarter,,r32,r16
virginia_tech,Virginia Tech,D1,ACC,d1t1,10,7,2,7,8,3,14,6,3,4,10,4,appearance,,quarter,
wagner,Wagner,D1,NEC,d1t4,4,12,1,8,8,4,8,5,6,11,3,6,,,,appearance
wake_forest,Wake Forest,D1,ACC,d1t1,9,7,3,10,3,5,16,4,4,11,5,4,appearance,,final,r32
washington,Washington,D1,Big Ten,d1t1,10,6,3,9,5,5,10,7,4,15,3,7,,,r32,quarter
washington_state,Washington State,D1,Pac-12,d1t3,8,7,4,9,6,4,8,5,6,7,7,5,,,,
weber_state,Weber State,D1,Big Sky,d1t4,,,,1,9,5,2,13,5,12,6,2,,,,
west_florida,West Florida,D1,ASUN,d1t3,18,4,1,15,3,1,17,1,4,18,1,2,,,,
west_georgia,West Georgia,D1,UAC,d1t4,6,7,5,6,7,4,2,14,1,4,13,2,,,,
west_virginia,West Virginia,D1,Big 12,d1t1,11,5,7,7,8,4,12,5,3,14,3,4,r32,,appearance,r32
western_carolina,Western Carolina,D1,Southern,d1t3,5,8,5,13,5,3,15,3,3,10,6,4,,appearance,,
western_illinois,Western Illinois,D1,Ohio Valley,d1t4,4,10,3,3,8,5,1,14,1,1,17,1,,,,
western_kentucky,Western Kentucky,D1,CUSA,d1t3,7,9,3,6,5,7,3,8,5,9,5,3,,,,
western_michigan,Western Michigan,D1,MAC,d1t3,5,9,5,12,4,3,13,2,6,16,4,1,,,appearance,appearance
william_mary,William & Mary,D1,CAA,d1t3,7,8,4,9,4,7,8,10,0,7,7,4,,,,
winthrop,Winthrop,D1,Big South,d1t3,4,8,3,4,8,2,3,7,4,4,6,6,,,,
wisconsin,Wisconsin,D1,Big Ten,d1t1,11,5,3,14,5,4,10,6,5,14,6,2,,r32,r16,r32
wofford,Wofford,D1,Southern,d1t3,9,8,3,5,11,4,6,12,2,6,9,6,,,,
wright_state,Wright State,D1,Horizon,d1t3,8,7,3,6,7,5,5,10,2,7,7,5,,,,
wyoming,Wyoming,D1,Mountain West,d1t3,,,,6,8,5,4,6,9,7,6,6,,,,
xavier,Xavier,D1,Big East,d1t2,14,4,5,14,4,4,15,4,2,16,4,2,r32,appearance,,r32
yale,Yale,D1,Ivy League,d1t3,7,5,3,5,6,5,8,7,1,3,11,1,,,,
youngstown_state,Youngstown State,D1,Horizon,d1t3,9,8,3,7,7,3,5,11,2,8,10,2,,,,
adams_state,Adams State,D2,Rocky Mountain Athletic Conference,d2t1,4,11,1,3,9,5,3,12,2,9,8,3,,,,
adelphi,Adelphi,D2,Northeast-10 Conference,d2t1,12,6,2,15,4,5,12,4,1,10,6,1,,,,
alabama_huntsville,Alabama Huntsville,D2,Gulf South Conference,d2t1,5,7,5,8,6,3,5,8,3,6,9,2,,,,
allen,Allen,D2,Independent,d2t1,,,,6,11,1,0,10,1,0,5,1,,,,
american_international,American International,D2,Northeast-10 Conference,d2t1,5,8,3,7,7,1,5,7,4,3,10,2,,,,
anderson_sc,Anderson (SC),D2,South Atlantic Conference,d2t1,10,4,4,8,7,2,9,7,2,11,6,2,,,,
angelo_state,Angelo State,D2,Lone Star Conference,d2t1,13,4,3,9,7,4,14,2,5,9,5,5,,,,
ashland,Ashland,D2,Great Midwest Athletic Conference,d2t1,15,3,3,19,1,4,17,2,2,14,3,5,,,,
assumption,Assumption,D2,Northeast-10 Conference,d2t1,5,6,6,3,4,9,7,5,6,6,6,3,,,,
auburn_montgomery,Auburn Montgomery,D2,Gulf South Conference,d2t1,3,11,2,4,12,2,4,10,2,1,13,2,,,,
augustana_sd,Augustana (SD),D2,Northern Sun Intercollegiate Conference,d2t1,11,7,2,9,7,3,10,5,4,11,5,3,,,,
barry,Barry,D2,Sunshine State Conference,d2t1,8,5,4,6,7,3,8,7,2,5,5,9,,,,
barton,Barton,D2,Conference Carolinas,d2t1,5,8,2,7,6,5,5,8,5,4,11,1,,,,
belmont_abbey,Belmont Abbey,D2,Conference Carolinas,d2t1,10,8,2,11,3,4,12,4,4,16,5,1,,,,
bemidji_state,Bemidji State,D2,Northern Sun Intercollegiate Conference,d2t1,16,3,6,13,4,6,9,7,3,14,3,4,,,,
bentley,Bentley,D2,Northeast-10 Conference,d2t1,7,8,3,5,7,4,8,4,7,6,7,4,,,,
biola,Biola,D2,Pacific West Conference,d2t1,4,11,2,5,9,3,5,8,5,3,5,9,,,,
black_hills_state,Black Hills State,D2,Rocky Mountain Athletic Conference,d2t1,1,13,2,3,12,2,3,11,4,4,9,5,,,,
bluefield_state,Bluefield State,D2,Independent,d2t1,7,7,3,5,12,1,3,6,3,4,11,1,,,,
bridgeport,Bridgeport,D2,Central Atlantic Collegiate Conference,d2t1,13,3,5,10,8,3,7,8,3,4,9,5,,,,
cal_poly_humboldt,Cal Poly Humboldt,D2,California Collegiate Athletic Association,d2t1,7,5,6,13,5,2,8,8,3,8,6,8,,,,
cal_poly_pomona,Cal Poly Pomona,D2,California Collegiate Athletic Association,d2t1,6,9,3,11,5,3,22,1,2,18,3,3,,,champion,
cal_state_dominguez_hills,Cal State Dominguez Hills,D2,California Collegiate Athletic Association,d2t1,1,13,4,1,15,2,5,6,6,5,11,2,,,,
cal_state_east_bay,Cal State East Bay,D2,California Collegiate Athletic Association,d2t1,2,12,3,7,6,4,11,6,3,7,9,3,,,,
cal_state_los_angeles,Cal State Los Angeles,D2,California Collegiate Athletic Association,d2t1,11,4,6,9,3,9,9,4,5,7,5,6,,,,
cal_state_monterey_bay,Cal State Monterey Bay,D2,California Collegiate Athletic Association,d2t1,7,6,5,4,8,5,7,4,8,6,9,3,,,,
cal_state_san_bernardino,Cal State San Bernardino,D2,California Collegiate Athletic Association,d2t1,7,6,4,8,6,4,5,6,6,8,6,5,,,,
cal_state_san_marcos,Cal State San Marcos,D2,California Collegiate Athletic Association,d2t1,6,5,7,11,3,6,7,6,5,7,5,5,,,,
cal_state_stanislaus,Cal State Stanislaus,D2,California Collegiate Athletic Association,d2t1,10,4,4,8,6,5,10,8,2,11,5,4,,,,
caldwell,Caldwell,D2,Central Atlantic Collegiate Conference,d2t1,7,7,5,7,4,5,12,5,2,13,3,4,,,,
carson_newman,Carson-Newman,D2,South Atlantic Conference,d2t1,9,4,4,,,,,,,,,,,,,
catawba,Catawba,D2,South Atlantic Conference,d2t1,16,3,3,19,3,1,11,3,5,17,1,4,,,,
cedarville,Cedarville,D2,Great Midwest Athletic Conference,d2t1,17,4,1,16,5,1,11,6,3,12,3,7,,,,
central_missouri,Central Missouri,D2,Mid-America Intercollegiate Athletics Association,d2t1,19,2,2,16,5,2,17,5,2,11,6,4,,,,
central_oklahoma,Central Oklahoma,D2,Mid-America Intercollegiate Athletics Association,d2t1,11,5,4,6,7,6,12,7,4,10,6,5,,,,
central_washington,Central Washington,D2,Great Northwest Athletic Conference,d2t1,3,11,4,3,12,4,1,11,5,4,7,6,,,,
chaminade,Chaminade,D2,Pacific West Conference,d2t1,7,6,3,7,4,5,6,5,5,1,5,8,,,,
charleston_wv,Charleston (WV),D2,Mountain East Conference,d2t1,,,,18,1,3,,,,10,8,3,,,,
chestnut_hill,Chestnut Hill,D2,Central Atlantic Collegiate Conference,d2t1,9,6,5,5,9,2,5,8,2,9,8,1,,,,
chico_state,Chico State,D2,California Collegiate Athletic Association,d2t1,9,5,5,11,7,1,6,6,6,10,6,4,,,,
chowan,Chowan,D2,Conference Carolinas,d2t1,5,10,2,3,7,5,4,9,3,7,9,1,,,,
christian_brothers,Christian Brothers,D2,Gulf South Conference,d2t1,9,6,3,6,9,3,0,15,1,3,12,1,,,,
clayton_state,Clayton State,D2,Peach Belt Conference,d2t1,3,10,2,7,7,3,8,3,6,4,11,2,,,,
coker,Coker,D2,South Atlantic Conference,d2t1,4,8,3,7,8,2,9,6,2,,,,,,,
colorado_christian,Colorado Christian,D2,Rocky Mountain Athletic Conference,d2t1,3,13,0,3,10,4,6,8,4,3,8,6,,,,
colorado_mesa,Colorado Mesa,D2,Rocky Mountain Athletic Conference,d2t1,10,8,1,18,4,1,14,2,4,14,4,2,,,,
colorado_school_of_mines,Colorado School of Mines,D2,Rocky Mountain Athletic Conference,d2t1,18,2,3,15,4,3,20,1,2,14,2,5,,,,
colorado_state_pueblo,Colorado State-Pueblo,D2,Rocky Mountain Athletic Conference,d2t1,5,12,2,7,5,6,4,10,4,4,9,6,,,,
columbus_state,Columbus State,D2,Peach Belt Conference,d2t1,19,3,2,15,4,2,22,1,2,14,6,1,,,,
commonwealth_university_bloomsburg,Commonwealth University-Bloomsburg,D2,Pennsylvania State Athletic Conference,d2t1,14,5,2,8,6,5,9,5,5,10,7,2,,,,
commonwealth_university_lock_haven,Commonwealth University-Lock Haven,D2,Pennsylvania State Athletic Conference,d2t1,3,10,5,4,13,1,3,11,4,4,10,2,,,,
commonwealth_university_mansfield,Commonwealth University-Mansfield,D2,Pennsylvania State Athletic Conference,d2t1,2,14,2,3,12,3,0,15,3,,,,,,,
concord,Concord,D2,Mountain East Conference,d2t1,12,5,2,12,7,2,11,7,1,11,6,3,,,,
concordia_irvine,Concordia Irvine,D2,Pacific West Conference,d2t1,14,5,2,13,3,2,13,3,2,10,3,4,,,,
concordia_st_paul,Concordia-St. Paul,D2,Northern Sun Intercollegiate Conference,d2t1,7,7,5,9,7,4,13,4,4,12,3,5,,,,
converse,Converse,D2,Conference Carolinas,d2t1,4,12,1,5,7,4,9,7,3,7,10,3,,,,
dyouville,D'Youville,D2,East Coast Conference,d2t1,3,12,1,4,9,3,1,12,2,2,11,3,,,,
daemen,Daemen,D2,East Coast Conference,d2t1,5,10,2,9,5,3,9,9,0,11,6,1,,,,
dallas_baptist,Dallas Baptist,D2,Lone Star Conference,d2t1,17,2,1,14,1,4,16,3,3,20,2,0,,,,
davenport,Davenport,D2,Great Lakes Intercollegiate Athletic Conference,d2t1,4,10,5,5,7,6,8,4,8,4,12,3,,,,
davis_and_elkins,Davis & Elkins,D2,Mountain East Conference,d2t1,9,8,1,2,14,2,2,15,1,2,11,5,,,,
delta_state,Delta State,D2,Gulf South Conference,d2t1,10,7,2,4,12,2,5,5,6,7,6,4,,,,
dominican_ca,Dominican (CA),D2,Pacific West Conference,d2t1,5,8,5,5,10,3,7,10,1,9,2,9,,,,
dominican_ny,Dominican (NY),D2,Central Atlantic Collegiate Conference,d2t1,7,8,2,6,7,3,7,8,2,4,11,3,,,,
drury,Drury,D2,Great Lakes Valley Conference,d2t1,6,3,8,12,4,3,16,3,4,10,3,8,,,,
east_central,East Central,D2,Great American Conference,d2t1,3,10,5,1,12,5,5,10,3,1,13,4,,,,
east_stroudsburg,East Stroudsburg,D2,Pennsylvania State Athletic Conference,d2t1,9,7,3,10,5,4,8,3,7,5,9,3,,,,
eastern_new_mexico,Eastern New Mexico,D2,Lone Star Conference,d2t1,5,10,2,1,12,5,3,13,1,,,,,,,
eckerd,Eckerd,D2,Sunshine State Conference,d2t1,5,5,4,10,7,2,4,6,6,7,5,5,,,,
edward_waters,Edward Waters,D2,Independent,d2t1,3,11,1,9,6,2,6,7,2,6,11,1,,,,
embry–riddle_aeronautical,Embry–Riddle Aeronautical,D2,Sunshine State Conference,d2t1,14,1,5,14,2,3,8,8,3,6,3,9,,,,
emmanuel_ga,Emmanuel (GA),D2,Conference Carolinas,d2t1,9,8,2,5,10,1,5,10,2,6,7,4,,,,
emory_and_henry,Emory & Henry,D2,South Atlantic Conference,d2t1,3,11,2,3,9,5,7,8,2,8,6,3,,,,
emporia_state,Emporia State,D2,Mid-America Intercollegiate Athletics Association,d2t1,13,6,5,14,6,4,6,8,3,9,6,5,,,,
erskine,Erskine,D2,Conference Carolinas,d2t1,0,16,1,0,15,1,2,10,1,3,10,2,,,,
fairmont_state,Fairmont State,D2,Mountain East Conference,d2t1,12,4,5,7,10,2,12,7,1,17,2,3,,,,
felician,Felician,D2,Central Atlantic Collegiate Conference,d2t1,2,14,2,1,12,3,2,12,3,4,7,7,,,,
ferris_state,Ferris State,D2,Great Lakes Intercollegiate Athletic Conference,d2t1,14,6,5,7,9,4,8,7,4,8,5,6,,,,
ferrum,Ferrum,D2,Conference Carolinas,d2t1,6,9,2,7,9,1,13,5,1,8,9,2,,,,
findlay,Findlay,D2,Great Midwest Athletic Conference,d2t1,10,6,3,11,5,4,10,5,3,12,4,4,,,,
flagler,Flagler,D2,Peach Belt Conference,d2t1,14,3,4,11,5,3,8,4,6,10,7,3,,,,
florida_southern,Florida Southern,D2,Sunshine State Conference,d2t1,13,2,4,9,7,3,5,7,5,9,3,6,,,,
florida_tech,Florida Tech,D2,Sunshine State Conference,d2t1,8,6,3,17,3,3,13,3,3,17,3,6,,,,champion
fort_hays_state,Fort Hays State,D2,Mid-America Intercollegiate Athletics Association,d2t1,11,3,7,13,5,3,7,8,4,3,11,3,,,,
fort_lewis,Fort Lewis,D2,Rocky Mountain Athletic Conference,d2t1,,,,9,4,6,9,6,6,11,5,3,,,,
francis_marion,Francis Marion,D2,Conference Carolinas,d2t1,4,9,3,8,6,4,12,3,4,,,,,,,
franklin_pierce,Franklin Pierce,D2,Northeast-10 Conference,d2t1,16,4,3,7,5,6,20,4,1,17,3,5,,,,final
fresno_pacific,Fresno Pacific,D2,California Collegiate Athletic Association,d2t1,8,7,2,2,13,2,4,8,4,4,8,5,,,,
frostburg_state,Frostburg State,D2,Mountain East Conference,d2t1,18,2,2,17,3,2,15,4,2,10,5,4,,,,
gannon,Gannon,D2,Pennsylvania State Athletic Conference,d2t1,15,4,4,17,5,3,16,2,4,16,3,2,,,,
georgia_college,Georgia College,D2,Peach Belt Conference,d2t1,5,8,3,8,8,2,9,7,3,7,7,4,,,,
georgia_southwestern,Georgia Southwestern,D2,Peach Belt Conference,d2t1,4,8,4,6,9,3,7,8,1,4,8,3,,,,
georgian_court,Georgian Court,D2,Central Atlantic Collegiate Conference,d2t1,4,7,7,6,7,6,12,6,2,6,10,1,,,,
goldey_beacom,Goldey-Beacom,D2,Central Atlantic Collegiate Conference,d2t1,9,8,1,4,7,6,5,11,1,6,9,3,,,,
grand_valley_state,Grand Valley State,D2,Great Lakes Intercollegiate Athletic Conference,d2t1,16,2,5,14,4,6,15,1,8,19,2,1,,,,
harding,Harding,D2,Great American Conference,d2t1,2,10,6,4,8,6,7,8,3,12,7,2,,,,
hawaii_hilo,Hawaii Hilo,D2,Pacific West Conference,d2t1,13,1,3,10,2,3,14,3,3,8,3,6,,,,
hawaii_pacific,Hawaii Pacific,D2,Pacific West Conference,d2t1,5,8,3,1,9,5,3,8,2,2,8,5,,,,
holy_family,Holy Family,D2,Central Atlantic Collegiate Conference,d2t1,7,5,8,7,8,4,6,10,1,3,11,3,,,,
iup,IUP,D2,Pennsylvania State Athletic Conference,d2t1,5,4,8,5,9,4,11,3,4,14,3,2,,,,
indianapolis,Indianapolis,D2,Great Lakes Valley Conference,d2t1,5,7,5,4,8,5,8,9,1,1,11,4,,,,
jamestown,Jamestown,D2,Northern Sun Intercollegiate Conference,d2t1,14,6,2,5,9,3,10,8,0,2,13,2,,,,
jefferson,Jefferson,D2,Central Atlantic Collegiate Conference,d2t1,11,7,1,13,4,3,19,1,3,17,3,1,,,,
jessup,Jessup,D2,Pacific West Conference,d2t1,3,9,2,5,10,2,4,12,2,1,9,5,,,,
kentucky_wesleyan,Kentucky Wesleyan,D2,Great Midwest Athletic Conference,d2t1,,,,2,13,1,,,,1,14,3,,,,
king_tn,King (TN),D2,Conference Carolinas,d2t1,1,12,3,6,10,1,2,10,3,6,9,1,,,,
kutztown,Kutztown,D2,Pennsylvania State Athletic Conference,d2t1,11,6,4,15,2,5,12,5,6,13,6,1,,,,
lake_erie,Lake Erie,D2,Great Midwest Athletic Conference,d2t1,1,14,2,3,14,1,3,13,2,10,5,4,,,,
lander,Lander,D2,Peach Belt Conference,d2t1,7,5,6,10,4,4,9,4,5,14,4,2,,,,
lee_tn,Lee (TN),D2,Gulf South Conference,d2t1,12,4,5,16,1,4,7,5,6,11,4,3,,,,
lees_mcrae,Lees-McRae,D2,Conference Carolinas,d2t1,8,6,4,3,8,6,10,2,4,8,9,2,,,,
lenoir_rhyne,Lenoir-Rhyne,D2,South Atlantic Conference,d2t1,12,4,3,17,1,5,13,2,5,13,5,3,,,,
lewis,Lewis,D2,Great Lakes Valley Conference,d2t1,9,6,2,9,6,6,3,13,1,7,6,5,,,,
lincoln_mo,Lincoln (MO),D2,Great Lakes Valley Conference,d2t1,,,,,,,5,13,0,1,10,4,,,,
lincoln_pa,Lincoln (PA),D2,Central Atlantic Collegiate Conference,d2t1,1,13,0,1,11,2,3,12,0,0,15,1,,,,
lincoln_memorial,Lincoln Memorial,D2,South Atlantic Conference,d2t1,4,11,0,8,7,3,10,5,3,8,6,4,,,,
lubbock_christian,Lubbock Christian,D2,Lone Star Conference,d2t1,8,3,8,7,7,3,8,7,3,8,7,3,,,,
lynn,Lynn,D2,Sunshine State Conference,d2t1,6,8,1,7,9,1,4,6,7,2,10,4,,,,
malone,Malone,D2,Great Midwest Athletic Conference,d2t1,1,11,4,,,,9,8,1,5,9,3,,,,
mars_hill,Mars Hill,D2,South Atlantic Conference,d2t1,4,8,3,4,7,6,1,13,1,1,12,1,,,,
mary,Mary,D2,Northern Sun Intercollegiate Conference,d2t1,10,5,4,10,8,3,11,4,4,8,7,4,,,,
maryville_mo,Maryville (MO),D2,Great Lakes Valley Conference,d2t1,12,3,6,14,3,4,16,1,3,13,3,6,,,,
mckendree,McKendree,D2,Great Lakes Valley Conference,d2t1,13,2,5,16,2,3,16,5,1,13,2,6,,,,
menlo,Menlo,D2,California Collegiate Athletic Association,d2t1,8,5,3,4,7,2,3,11,2,3,6,7,,,,
mercy,Mercy,D2,East Coast Conference,d2t1,14,3,2,9,5,3,10,8,2,14,4,3,,,,
metro_state_denver,Metro State Denver,D2,Rocky Mountain Athletic Conference,d2t1,12,4,4,7,6,6,10,4,7,2,9,7,,,,
michigan_tech,Michigan Tech,D2,Great Lakes Intercollegiate Athletic Conference,d2t1,7,9,3,8,5,7,6,11,1,2,15,1,,,,
middle_georgia_state,Middle Georgia State,D2,Peach Belt Conference,d2t1,10,7,2,4,11,3,8,11,0,4,9,5,,,,
midwestern_state,Midwestern State,D2,Lone Star Conference,d2t1,9,9,2,10,5,5,11,5,5,11,3,6,,,,
millersville,Millersville,D2,Pennsylvania State Athletic Conference,d2t1,3,8,6,6,8,3,6,6,5,9,7,3,,,,
minnesota_crookston,Minnesota Crookston,D2,Northern Sun Intercollegiate Conference,d2t1,2,15,1,,,,1,15,2,2,13,3,,,,
minnesota_duluth,Minnesota Duluth,D2,Northern Sun Intercollegiate Conference,d2t1,8,7,3,6,7,6,2,12,3,6,8,4,,,,
minnesota_state_mankato,Minnesota State Mankato,D2,Northern Sun Intercollegiate Conference,d2t1,14,2,6,11,4,5,18,2,7,18,1,4,,,final,
