school_id,name,division,conference,conf_tier,2022_W,2022_L,2022_D,2023_W,2023_L,2023_D,2024_W,2024_L,2024_D,2025_W,2025_L,2025_D,2022_ps,2023_ps,2024_ps,2025_ps
edgewood,Edgewood,D3,NACC,d3t2,1,15,1,8,9,3,17,2,2,16,3,2,,,,
elizabethtown,Elizabethtown,D3,Landmark,d3t2,8,6,5,8,7,3,7,9,3,3,11,4,,,,
elmhurst,Elmhurst,D3,CCIW,d3t2,7,8,3,7,10,2,6,9,4,5,12,2,,,,
elmira,Elmira,D3,Empire 8,d3t2,9,6,3,7,7,5,7,9,4,10,4,5,,,,
elms,Elms,D3,CCC,d3t2,4,12,1,2,12,3,3,13,2,6,11,2,,,,
emerson,Emerson,D3,NEWMAC,d3t1,10,3,6,7,7,4,7,10,2,6,8,5,,,,
emmanuel_ma,Emmanuel (MA),D3,CCC,d3t2,7,5,7,6,11,1,10,6,3,7,4,7,,,,
emory,Emory,D3,UAA,d3t1,5,8,5,12,3,4,8,7,2,16,2,4,,,,
endicott,Endicott,D3,CCC,d3t2,12,5,4,8,7,4,12,5,2,10,8,2,,,,
eureka,Eureka,D3,SLIAC,d3t2,5,11,3,5,11,4,3,13,2,7,10,3,,,,
fduflorham,FDU-Florham,D3,MAC Freedom,d3t2,9,5,6,9,3,7,12,8,1,11,4,5,,,,
ferrum,Ferrum,D3,ODAC,d3t2,4,8,3,4,12,0,4,10,3,5,9,3,,,,
fitchburg_state,Fitchburg State,D3,MASCAC,d3t2,1,14,1,4,11,3,9,8,3,4,10,4,,,,
framingham_state,Framingham State,D3,MASCAC,d3t2,11,6,2,11,8,1,1,13,3,5,10,3,,,,
franciscan_oh,Franciscan (OH),D3,PAC,d3t2,12,4,5,12,6,3,13,2,5,11,10,2,,,,
franklin,Franklin,D3,HCAC,d3t1,3,11,1,3,10,4,0,14,4,2,14,1,,,,
franklin_marshall,Franklin & Marshall,D3,Centennial,d3t1,13,2,5,14,3,3,10,3,7,3,11,3,,,,
fredonia_state,Fredonia State,D3,SUNYAC,d3t2,4,9,3,5,8,4,8,9,2,8,7,4,,,,
gallaudet,Gallaudet,D3,CSAC,d3t2,3,11,1,1,14,0,2,14,0,1,13,0,,,,
geneva,Geneva,D3,PAC,d3t2,10,4,7,12,5,4,12,3,5,7,10,2,,,,
george_fox,George Fox,D3,NWC,d3t2,5,11,4,5,11,4,14,5,1,5,9,6,,,,
gettysburg,Gettysburg,D3,Centennial,d3t1,9,4,5,5,7,4,5,7,5,10,6,3,,,,
gordon,Gordon,D3,CCC,d3t2,6,10,3,8,2,6,6,5,8,9,7,2,,,,
goucher,Goucher,D3,Landmark,d3t2,10,5,5,10,8,3,7,8,3,9,8,3,,,,
grace_christian,Grace Christian,D3,NEAC,d3t2,16,4,2,7,8,5,11,8,3,11,8,3,,,,
greensboro,Greensboro,D3,USA South,d3t2,4,8,7,0,15,1,2,13,3,8,6,4,,,,
greenville,Greenville,D3,SLIAC,d3t2,9,6,3,4,8,4,3,3,8,11,6,3,,,,
grinnell,Grinnell,D3,MWC-D3,d3t2,10,8,1,9,6,5,8,6,5,6,8,5,,,,
grove_city,Grove City,D3,PAC,d3t2,12,5,1,9,6,5,12,4,3,15,3,2,,,,
guilford,Guilford,D3,ODAC,d3t2,6,8,4,2,14,1,3,12,1,4,12,2,,,,
gustavus_adolphus,Gustavus Adolphus,D3,MIAC,d3t1,15,2,6,11,4,7,16,2,3,14,6,1,,,,
gwynedd_mercy,Gwynedd Mercy,D3,Atlantic East,d3t2,1,16,1,4,8,6,2,16,2,8,11,0,,,,
hamilton,Hamilton,D3,NESCAC,d3t1,8,4,4,6,5,5,8,6,4,7,5,3,,,,
hamline,Hamline,D3,MIAC,d3t1,5,12,0,8,6,3,14,6,0,9,8,3,,,,
hampdensydney,Hampden-Sydney,D3,ODAC,d3t2,9,7,3,6,6,6,9,6,3,14,4,2,,,,
hanover,Hanover,D3,HCAC,d3t1,10,4,5,9,7,2,9,5,5,14,4,3,,,,
hardinsimmons,Hardin-Simmons,D3,ASC,d3t2,6,8,4,8,6,5,12,6,2,6,9,3,,,,
hartwick,Hartwick,D3,Empire 8,d3t2,6,9,3,8,5,4,8,8,2,5,10,2,,,,
haverford,Haverford,D3,Centennial,d3t1,4,8,5,5,4,8,2,11,5,10,0,10,,,,
heidelberg,Heidelberg,D3,OAC,d3t2,0,17,1,3,14,1,1,14,2,2,16,0,,,,
hendrix,Hendrix,D3,ASC,d3t2,8,4,4,5,8,2,4,7,4,8,7,3,,,,
hilbert,Hilbert,D3,AMCC,d3t2,5,10,2,5,11,0,4,9,3,4,7,3,,,,
hiram,Hiram,D3,PAC,d3t2,1,15,0,4,13,1,3,12,2,7,8,3,,,,
hobart_william_smith,Hobart & William Smith,D3,Liberty League,d3t2,8,5,5,12,6,2,5,6,6,13,1,5,,,,
hood,Hood,D3,MAC Commonwealth,d3t2,3,13,2,3,15,1,4,12,2,10,6,2,,,,
hope,Hope,D3,MIAA-D3,d3t2,7,5,6,11,4,3,14,3,3,11,6,2,,,,
houghton,Houghton,D3,Empire 8,d3t2,5,11,2,3,10,4,3,12,2,4,12,1,,,,
howard_payne,Howard Payne,D3,ASC,d3t2,6,7,4,3,12,2,0,15,4,1,13,3,,,,
huntingdon,Huntingdon,D3,CCS,d3t2,1,13,2,3,10,3,3,10,1,2,12,3,,,,
husson,Husson,D3,NAC,d3t2,15,4,2,13,5,3,8,6,4,7,9,4,,,,
illinois_college,Illinois College,D3,MWC-D3,d3t2,9,8,2,10,5,3,13,5,2,8,3,5,,,,
illinois_tech,Illinois Tech,D3,NACC,d3t2,10,8,1,6,9,6,9,7,3,11,6,3,,,,
illinois_wesleyan,Illinois Wesleyan,D3,CCIW,d3t2,6,8,2,6,7,5,9,5,4,13,3,4,,,,
immaculata,Immaculata,D3,Atlantic East,d3t2,7,8,3,4,7,6,7,9,1,3,12,2,,,,
ithaca,Ithaca,D3,Liberty League,d3t2,3,9,5,8,6,4,7,7,4,7,6,4,,,,
john_carroll,John Carroll,D3,NCAC,d3t2,16,5,1,14,6,2,12,6,2,7,8,4,,,,
johns_hopkins,Johns Hopkins,D3,Centennial,d3t1,15,1,8,13,5,4,13,3,5,8,7,6,,,,
johnson_wales_charlotte,Johnson & Wales (Charlotte),D3,C2C,d3t2,11,5,5,14,1,5,6,4,5,10,7,3,,,,
johnson_wales_providence,Johnson & Wales (Providence),D3,CCC,d3t2,15,2,3,14,2,5,15,3,3,8,6,4,,,,
juniata,Juniata,D3,Landmark,d3t2,8,9,1,6,9,1,13,3,6,10,5,7,,,,
kalamazoo,Kalamazoo,D3,MIAA-D3,d3t2,5,8,6,7,9,2,5,10,3,4,9,4,,,,
kean,Kean,D3,NJAC,d3t2,6,8,4,11,2,6,5,9,6,3,12,4,,,,
keene_state,Keene State,D3,LEC,d3t2,5,12,2,9,6,2,4,11,3,8,6,3,,,,
kenyon,Kenyon,D3,NCAC,d3t2,19,2,1,16,4,1,13,3,5,7,4,7,,,,
keuka,Keuka,D3,Empire 8,d3t2,3,10,2,1,10,3,0,15,0,1,15,0,,,,
keystone,Keystone,D3,United East,d3t2,7,9,2,4,12,3,3,12,2,3,12,1,,,,
kings_pa,King's (PA),D3,MAC Freedom,d3t2,5,12,2,5,8,3,7,6,4,2,11,6,,,,
knox,Knox,D3,MWC-D3,d3t2,5,11,1,6,6,5,7,7,4,7,5,4,,,,
la_roche,La Roche,D3,AMCC,d3t2,1,15,2,1,13,3,7,8,2,4,13,1,,,,
lagrange,LaGrange,D3,CCS,d3t2,11,5,2,6,9,1,4,11,1,5,4,8,,,,
lake_forest,Lake Forest,D3,MWC-D3,d3t2,8,9,3,7,9,4,10,8,3,19,2,0,,,,
lakeland,Lakeland,D3,NACC,d3t2,3,11,3,4,12,2,4,14,1,7,10,2,,,,
lancaster_bible,Lancaster Bible,D3,CSAC,d3t2,12,5,3,9,9,2,5,10,3,8,7,3,,,,
lasell,Lasell,D3,CCC,d3t2,6,10,3,4,10,3,4,10,5,4,12,2,,,,
lawrence,Lawrence,D3,MWC-D3,d3t2,5,8,6,11,5,3,7,8,4,8,9,2,,,,
letourneau,LeTourneau,D3,ASC,d3t2,7,7,6,6,5,5,5,9,6,7,7,5,,,,
lebanon_valley,Lebanon Valley,D3,MAC Freedom,d3t2,7,9,2,13,2,4,9,8,2,10,4,6,,,,
lesley,Lesley,D3,NAC,d3t2,0,14,0,3,13,1,3,12,1,3,11,4,,,,
lewis_clark,Lewis & Clark,D3,NWC,d3t2,,,,0,19,1,0,20,0,0,17,3,,,,
linfield,Linfield,D3,NWC,d3t2,5,13,1,5,12,3,3,15,2,2,14,4,,,,
loras,Loras,D3,American Rivers,d3t2,10,6,2,12,4,4,9,5,7,11,2,6,,,,
luther,Luther,D3,MWC-D3,d3t2,12,4,5,6,8,6,8,4,6,10,3,7,,,,
lycoming,Lycoming,D3,MAC Freedom,d3t2,10,4,7,11,4,6,10,5,5,7,7,5,,,,
lyon_college,Lyon College,D3,SLIAC,d3t2,3,13,3,11,6,1,11,5,4,10,7,3,,,,
mit,MIT,D3,NEWMAC,d3t1,8,8,1,6,8,2,8,8,3,4,9,4,,,,
macalester,Macalester,D3,MIAC,d3t1,8,6,3,11,3,5,12,6,0,17,5,0,,,,
maine_maritime,Maine Maritime,D3,NAC,d3t2,5,10,1,8,7,2,8,8,2,7,5,5,,,,
manchester,Manchester,D3,HCAC,d3t1,6,8,5,10,1,8,4,7,5,3,10,4,,,,
manhattanville,Manhattanville,D3,Skyline,d3t2,9,5,4,9,4,6,13,8,1,8,11,1,,,,
marian_wi,Marian (WI),D3,NACC,d3t2,10,7,2,3,8,4,3,11,5,5,10,4,,,,
marietta,Marietta,D3,OAC,d3t2,5,10,3,6,12,1,6,10,2,5,12,2,,,,
martin_luther,Martin Luther,D3,UMAC,d3t2,3,14,2,4,14,1,4,14,2,0,16,1,,,,
mary_baldwin,Mary Baldwin,D3,USA South,d3t2,2,13,1,1,15,0,3,12,2,2,13,1,,,,
marymount_va,Marymount (VA),D3,CSAC,d3t2,12,7,1,10,7,3,11,5,5,9,8,4,,,,
maryville_tn,Maryville (TN),D3,SAA,d3t2,5,8,5,7,6,6,7,9,3,9,4,6,,,,
marywood,Marywood,D3,MAC Freedom,d3t2,7,11,0,8,9,2,6,9,4,8,9,1,,,,
massachusetts_college_of_liberal_arts,Massachusetts College of Liberal Arts,D3,MASCAC,d3t2,5,11,1,5,7,3,7,8,2,3,12,0,,,,
massachusetts_maritime,Massachusetts Maritime,D3,MASCAC,d3t2,2,12,3,3,10,3,7,5,5,8,6,3,,,,
mcdaniel,McDaniel,D3,Centennial,d3t1,10,4,3,5,7,5,10,8,2,9,6,4,,,,
mcmurry,McMurry,D3,ASC,d3t2,5,9,3,2,9,5,4,13,1,4,13,1,,,,
messiah,Messiah,D3,MAC Commonwealth,d3t2,20,0,2,20,1,1,14,6,2,13,8,2,,,,
methodist,Methodist,D3,USA South,d3t2,9,3,5,10,4,2,6,8,4,6,4,11,,,,
middlebury,Middlebury,D3,NESCAC,d3t1,10,5,3,15,2,4,17,2,4,10,6,2,,,,
millikin,Millikin,D3,CCIW,d3t2,0,12,3,6,9,1,10,5,2,6,10,1,,,,
millsaps,Millsaps,D3,SAA,d3t2,2,14,2,1,13,3,3,11,2,7,8,2,,,,
monmouth_il,Monmouth (IL),D3,MWC-D3,d3t2,4,11,2,3,11,2,3,11,2,3,9,3,,,,
montclair_state,Montclair State,D3,NJAC,d3t2,15,2,4,19,2,2,12,5,2,12,2,5,,,,
moravian,Moravian,D3,MAC Freedom,d3t2,5,8,4,6,7,5,9,5,5,9,6,4,,,,
mount_st_joseph,Mount St. Joseph,D3,HCAC,d3t1,4,14,1,2,15,0,4,12,1,6,10,3,,,,
mount_union,Mount Union,D3,OAC,d3t2,9,4,5,16,2,2,15,5,1,13,3,4,,,,
muhlenberg,Muhlenberg,D3,Centennial,d3t1,8,6,8,13,4,2,12,4,6,8,3,9,,,,
muskingum,Muskingum,D3,OAC,d3t2,2,14,0,3,14,1,4,13,2,8,10,1,,,,
nazareth,Nazareth,D3,Empire 8,d3t2,7,5,5,10,4,2,10,4,4,7,7,3,,,,
new_england_college,New England College,D3,CCC,d3t2,9,8,3,9,7,4,4,7,6,7,8,3,,,,
new_jersey_city,New Jersey City,D3,NJAC,d3t2,12,6,2,7,7,3,6,10,3,4,11,4,,,,
new_york_university,New York University,D3,UAA,d3t1,9,5,3,5,6,5,6,6,3,4,9,2,,,,
nichols,Nichols,D3,CCC,d3t2,10,7,3,7,8,3,4,11,2,4,10,3,,,,
north_carolina_wesleyan,North Carolina Wesleyan,D3,USA South,d3t2,9,7,1,9,6,4,9,4,4,9,9,2,,,,
north_central_il,North Central (IL),D3,CCIW,d3t2,7,13,1,7,12,1,7,13,1,4,15,1,,,,
north_park,North Park,D3,CCIW,d3t2,15,3,3,10,5,3,13,3,5,10,7,2,,,,
oberlin,Oberlin,D3,NCAC,d3t2,5,7,3,3,8,6,6,10,2,4,13,2,,,,
oglethorpe,Oglethorpe,D3,SAA,d3t2,5,6,5,14,3,2,9,3,6,6,9,2,,,,
ohio_northern,Ohio Northern,D3,OAC,d3t2,15,4,3,14,6,3,14,5,3,12,1,6,,,,
ohio_wesleyan,Ohio Wesleyan,D3,NCAC,d3t2,11,5,4,13,6,1,12,5,3,7,5,6,,,,
olivet,Olivet,D3,MIAA-D3,d3t2,4,9,4,5,7,6,5,10,1,2,9,4,,,,
otterbein,Otterbein,D3,OAC,d3t2,12,3,3,12,4,4,12,7,3,11,3,6,,,,
pacific_lutheran,Pacific Lutheran,D3,NWC,d3t2,18,4,0,14,2,5,13,3,5,13,4,3,,,,
penn_state_behrend,Penn State Behrend,D3,AMCC,d3t2,15,3,5,13,5,3,11,7,3,12,4,2,,,,
penn_state_harrisburg,Penn State Harrisburg,D3,United East,d3t2,10,3,7,8,5,7,14,4,3,11,7,3,,,,
plattsburgh_state,Plattsburgh State,D3,SUNYAC,d3t2,8,8,3,7,3,6,11,2,5,10,3,5,,,,
plymouth_state,Plymouth State,D3,LEC,d3t2,7,7,3,4,7,5,9,9,2,4,12,1,,,,
pomonapitzer,Pomona-Pitzer,D3,SCIAC,d3t1,7,7,2,4,6,6,4,8,4,10,5,3,,,,
puget_sound,Puget Sound,D3,NWC,d3t2,9,6,5,8,5,5,6,5,8,7,7,5,,,,
randolphmacon,Randolph-Macon,D3,ODAC,d3t2,8,6,3,6,7,3,9,7,2,8,6,4,,,,
rensselaer,Rensselaer,D3,Liberty League,d3t2,6,7,5,9,7,2,3,11,3,4,8,5,,,,
rhode_island_college,Rhode Island College,D3,LEC,d3t2,4,8,4,9,5,5,11,6,3,4,8,7,,,,
rhodes,Rhodes,D3,SAA,d3t2,9,2,6,12,2,3,11,5,0,3,8,3,,,,
ripon,Ripon,D3,MWC-D3,d3t2,8,8,3,6,4,7,13,6,1,10,7,2,,,,
roanoke,Roanoke,D3,ODAC,d3t2,10,7,2,7,10,1,8,3,6,8,10,0,,,,
rochester,Rochester,D3,UAA,d3t1,6,5,5,9,3,6,9,4,4,9,5,4,,,,
rochester_institute_of_technology,Rochester Institute of Technology,D3,Liberty League,d3t2,8,5,5,4,6,5,7,10,1,6,6,4,,,,
roger_williams,Roger Williams,D3,CCC,d3t2,14,3,5,8,4,9,11,7,4,13,2,6,,,,
rosehulman,Rose-Hulman,D3,HCAC,d3t1,13,2,4,12,6,3,10,5,3,10,5,4,,,,
rowan,Rowan,D3,NJAC,d3t2,12,5,6,9,4,5,12,5,5,17,4,4,,,,
rutgerscamden,Rutgers-Camden,D3,NJAC,d3t2,7,8,7,8,8,3,9,7,5,7,8,4,,,,
rutgersnewark,Rutgers-Newark,D3,NJAC,d3t2,11,6,6,6,9,4,11,8,4,11,9,2,,,,
scad,SCAD,D3,ASC,d3t2,5,11,0,6,8,4,11,4,3,7,7,4,,,,
suny_cortland,SUNY Cortland,D3,SUNYAC,d3t2,13,6,3,16,3,3,15,3,6,14,1,6,,,,
suny_geneseo,SUNY Geneseo,D3,SUNYAC,d3t2,9,5,4,9,7,3,8,4,6,13,6,3,,,,
suny_new_paltz,SUNY New Paltz,D3,SUNYAC,d3t2,9,5,3,9,3,4,9,8,2,10,4,4,,,,
suny_old_westbury,SUNY Old Westbury,D3,Skyline,d3t2,1,11,3,4,9,2,6,10,1,7,10,0,,,,
suny_oneonta,SUNY Oneonta,D3,SUNYAC,d3t2,15,3,3,15,4,3,11,3,4,12,5,4,,,,
suny_oswego,SUNY Oswego,D3,SUNYAC,d3t2,5,8,2,2,6,7,3,7,6,3,7,6,,,,
suny_potsdam,SUNY Potsdam,D3,SUNYAC,d3t2,5,8,4,4,11,1,6,9,3,5,11,1,,,,
saint_john_fisher,Saint John Fisher,D3,Empire 8,d3t2,7,5,4,6,4,7,11,5,5,6,9,2,,,,
saint_josephs_me,Saint Joseph's (ME),D3,NAC,d3t2,13,5,1,12,4,3,8,8,3,8,9,1,,,,
saint_lawrence,Saint Lawrence,D3,Liberty League,d3t2,13,2,6,7,6,4,9,2,7,,,,,,,
saint_marys_mn,Saint Mary's (MN),D3,MIAC,d3t1,3,12,3,6,6,5,8,9,1,4,11,3,,,,
saint_olaf,Saint Olaf,D3,MIAC,d3t1,15,5,2,20,3,3,15,4,4,20,3,3,,champion,,
saint_vincent,Saint Vincent,D3,PAC,d3t2,5,9,4,6,10,2,2,11,6,11,4,5,,,,
salisbury,Salisbury,D3,C2C,d3t2,5,12,2,7,5,5,5,7,5,9,6,5,,,,
salve_regina,Salve Regina,D3,NEWMAC,d3t1,8,3,7,6,10,2,10,8,3,6,4,6,,,,
scranton,Scranton,D3,Landmark,d3t2,11,7,2,8,4,5,8,5,6,13,1,6,,,,
shenandoah,Shenandoah,D3,ODAC,d3t2,4,6,6,9,5,4,10,7,3,5,9,4,,,,
simpson_ia,Simpson (IA),D3,American Rivers,d3t2,12,4,3,8,10,0,8,9,2,5,7,8,,,,
skidmore,Skidmore,D3,Liberty League,d3t2,9,4,6,4,10,2,6,4,7,10,4,3,,,,
southern_maine,Southern Maine,D3,LEC,d3t2,6,5,7,4,10,5,2,10,6,5,4,10,,,,
southern_virginia,Southern Virginia,D3,USA South,d3t2,2,12,3,8,6,4,10,4,3,5,11,2,,,,
southwestern_tx,Southwestern (TX),D3,ASC,d3t2,8,6,2,10,3,3,11,3,4,15,2,3,,,,
springfield,Springfield,D3,NEWMAC,d3t1,3,11,2,5,7,5,6,9,4,7,9,2,,,,
st_josephs_ny,St. Joseph's (NY),D3,Skyline,d3t2,6,4,5,8,7,2,13,2,2,13,5,1,,,,
st_marys_college_of_maryland,St. Mary's College of Maryland,D3,United East,d3t2,11,4,5,11,7,4,11,7,3,13,6,1,,,,
st_norbert,St. Norbert,D3,NACC,d3t2,7,7,5,8,7,4,5,9,4,11,8,0,,,,
st_scholastica,St. Scholastica,D3,MIAC,d3t1,6,9,3,2,14,1,3,15,1,4,12,4,,,,
stevens_tech,Stevens Tech,D3,MAC Freedom,d3t2,17,1,5,11,3,6,12,3,5,9,4,6,,,,
stevenson,Stevenson,D3,MAC Commonwealth,d3t2,5,10,5,4,10,5,3,10,6,11,7,2,,,,
stockton,Stockton,D3,NJAC,d3t2,10,6,3,11,4,5,9,6,6,10,5,5,,,,
suffolk,Suffolk,D3,CCC,d3t2,10,6,5,10,5,4,10,7,5,13,3,4,,,,
susquehanna,Susquehanna,D3,MAC Freedom,d3t2,2,12,3,3,10,3,8,7,3,5,10,3,,,,
swarthmore,Swarthmore,D3,Centennial,d3t1,6,7,4,5,7,5,10,5,2,5,6,6,,,,
trine,Trine,D3,MIAA-D3,d3t2,9,7,3,7,7,3,7,7,3,1,13,3,,,,
trinity_ct,Trinity (CT),D3,NESCAC,d3t1,1,11,3,5,8,2,2,13,0,3,9,3,,,,
trinity_tx,Trinity (TX),D3,SCAC,d3t2,9,5,3,12,3,4,19,1,3,20,2,1,,,,final
tufts,Tufts,D3,NESCAC,d3t1,8,3,7,14,4,3,12,0,6,20,1,3,,,,champion
union_ny,Union (NY),D3,Liberty League,d3t2,5,8,3,8,6,5,6,8,5,7,6,6,,,,
university_of_chicago,University of Chicago,D3,UAA,d3t1,22,0,1,11,3,6,7,8,3,12,3,5,champion,,,
university_of_new_england,University of New England,D3,CCC,d3t2,0,16,2,1,12,5,5,8,5,2,12,3,,,,
ursinus,Ursinus,D3,Centennial,d3t1,4,10,3,8,7,2,8,7,2,4,11,2,,,,
utica,Utica,D3,Empire 8,d3t2,8,9,2,5,9,3,3,9,7,9,5,5,,,,
virginia_wesleyan,Virginia Wesleyan,D3,ODAC,d3t2,12,4,4,13,3,3,13,4,3,12,6,1,,,,
wartburg,Wartburg,D3,American Rivers,d3t2,7,2,9,12,2,6,11,5,4,8,8,2,,,,
washington_jefferson,Washington & Jefferson,D3,PAC,d3t2,6,8,2,4,7,5,7,11,1,9,8,2,,,,
washington_lee,Washington & Lee,D3,ODAC,d3t2,19,2,2,15,3,3,13,4,4,19,2,2,,,,
washington_mo,Washington (MO),D3,UAA,d3t1,6,6,2,7,8,1,8,5,3,14,4,1,,,,
washington_college_md,Washington College (MD),D3,Centennial,d3t1,7,5,6,14,3,6,8,5,6,6,7,5,,,,
waynesburg,Waynesburg,D3,PAC,d3t2,3,9,5,10,7,2,7,6,4,7,6,5,,,,
webster,Webster,D3,SLIAC,d3t2,14,3,3,8,10,3,9,5,4,8,7,1,,,,
wentworth,Wentworth,D3,CCC,d3t2,4,11,3,3,13,1,6,11,2,4,11,4,,,,
wesleyan_ct,Wesleyan (CT),D3,NESCAC,d3t1,8,5,3,5,6,5,8,5,5,10,5,4,,,,
western_connecticut,Western Connecticut,D3,LEC,d3t2,20,0,2,15,5,3,15,5,3,13,6,3,,,,
western_new_england,Western New England,D3,CCC,d3t2,10,7,3,6,7,7,9,9,4,9,8,3,,,,
westfield_state,Westfield State,D3,MASCAC,d3t2,3,10,5,7,8,2,9,7,5,10,4,4,,,,
westminster_mo,Westminster (MO),D3,SLIAC,d3t2,3,11,5,5,10,2,3,10,5,10,5,2,,,,
westminster_pa,Westminster (PA),D3,PAC,d3t2,9,6,3,5,8,4,5,9,3,1,13,4,,,,
wheaton_il,Wheaton (IL),D3,CCIW,d3t2,8,5,4,11,5,2,10,7,1,11,3,4,,,,
wheaton_ma,Wheaton (MA),D3,NEWMAC,d3t1,9,5,6,8,5,6,6,5,7,17,2,4,,,,
whitman,Whitman,D3,NWC,d3t2,12,7,1,8,7,5,12,6,2,14,1,6,,,,
whitworth,Whitworth,D3,NWC,d3t2,8,9,3,12,4,4,10,7,3,7,5,5,,,,
widener,Widener,D3,MAC Commonwealth,d3t2,11,6,2,13,4,2,9,7,4,2,9,6,,,,
wilkes,Wilkes,D3,MAC Freedom,d3t2,7,9,3,3,8,5,4,15,1,1,13,4,,,,
williams,Williams,D3,NESCAC,d3t1,10,2,11,8,6,2,12,4,4,10,5,4,final,,,
wilmington_oh,Wilmington (OH),D3,HCAC,d3t1,12,6,3,4,11,2,11,6,3,13,5,3,,,,
wisconsineau_claire,Wisconsin-Eau Claire,D3,WIAC,d3t2,19,2,1,13,5,2,17,2,5,13,3,4,,,,
wisconsinplatteville,Wisconsin-Platteville,D3,WIAC,d3t2,12,5,3,14,3,5,14,2,5,8,6,5,,,,
wisconsinriver_falls,Wisconsin-River Falls,D3,WIAC,d3t2,,,,,,,8,11,0,3,10,4,,,,
wisconsinstevens_point,Wisconsin-Stevens Point,D3,WIAC,d3t2,,,,,,,8,8,4,13,4,4,,,,
wisconsinstout,Wisconsin-Stout,D3,WIAC,d3t2,,,,,,,2,16,1,1,15,4,,,,
wisconsinsuperior,Wisconsin-Superior,D3,UMAC,d3t2,16,4,2,17,4,2,18,4,3,16,7,0,,,,
wisconsinwhitewater,Wisconsin-Whitewater,D3,WIAC,d3t2,13,7,1,13,1,5,10,7,4,14,3,3,,,,
wittenberg,Wittenberg,D3,NCAC,d3t2,8,7,1,8,4,4,4,7,3,7,4,7,,,,
worcester_polytechnic,Worcester Polytechnic,D3,NEWMAC,d3t1,8,7,5,8,7,5,9,5,4,8,7,5,,,,
worcester_state,Worcester State,D3,MASCAC,d3t2,11,4,6,5,8,4,4,10,3,5,11,1,,,,
yeshiva,Yeshiva,D3,Skyline,d3t2,9,3,3,7,5,3,5,5,2,1,8,4,,,,
york_pa,York (PA),D3,MAC Commonwealth,d3t2,3,9,1,1,11,2,1,11,2,8,6,6,,,,
aquinas,Aquinas,NAIA,WHAC,naiat2,10,7,3,14,4,3,14,5,1,4,8,3,,,,
arizona_christian,Arizona Christian,NAIA,Great Southwest,naiat2,10,3,5,7,8,1,7,8,4,10,6,3,,,,
avila,Avila,NAIA,KCAC,naiat2,3,13,1,3,14,1,4,13,0,5,13,0,,,,
baker,Baker,NAIA,HAAC,naiat1,8,8,3,9,7,3,13,8,1,14,5,3,,,,
barclay,Barclay,NAIA,KCAC,naiat2,8,4,1,,,,14,3,2,6,8,0,,,,
bethany_ks,Bethany (KS),NAIA,KCAC,naiat2,6,9,3,13,7,2,12,7,3,3,13,1,,,,
bethel_in,Bethel (IN),NAIA,Crossroads,naiat2,24,1,1,18,3,3,13,6,2,16,3,3,champion,,,
bethel_tn,Bethel (TN),NAIA,Mid-South,naiat1,12,4,3,13,5,1,8,6,3,13,2,2,,,,
bethesda,Bethesda,NAIA,NAIA Independent,naiat2,13,5,2,13,5,2,5,8,1,13,5,2,,,,
bryan,Bryan,NAIA,Appalachian,naiat2,7,8,3,8,8,2,11,4,3,2,11,3,,,,
calumet_college,Calumet College,NAIA,CCAC,naiat2,2,13,1,1,12,0,0,11,0,0,17,0,,,,
central_christian,Central Christian,NAIA,Sooner,naiat2,10,7,5,12,5,5,5,10,2,2,11,4,,,,
central_methodist,Central Methodist,NAIA,HAAC,naiat1,16,1,5,8,7,3,10,6,2,8,6,5,,,,
clarke,Clarke,NAIA,HAAC,naiat1,9,4,3,7,5,4,11,6,1,5,6,6,,,,
college_of_idaho,College of Idaho,NAIA,Cascade,naiat2,11,5,2,12,4,4,9,4,4,6,4,4,,,,
columbia_mo,Columbia (MO),NAIA,AMC,naiat2,15,4,3,13,4,5,12,4,4,10,6,3,,,,
concordia_mi,Concordia (MI),NAIA,WHAC,naiat2,,,,1,13,4,5,9,4,,,,,,,
concordia_ne,Concordia (NE),NAIA,GPAC,naiat1,,,,,,,,,,,,,,,,
cornerstone,Cornerstone,NAIA,WHAC,naiat2,6,8,4,6,9,4,6,10,1,7,10,0,,,,
cumberlands,Cumberlands,NAIA,Mid-South,naiat1,10,4,5,7,4,5,15,3,3,9,6,6,,,,
dakota_wesleyan,Dakota Wesleyan,NAIA,GPAC,naiat1,3,12,2,7,9,1,8,8,2,8,11,0,,,,
dallas_christian,Dallas Christian,NAIA,RRAC,naiat2,2,10,2,6,5,0,7,9,0,2,10,7,,,,
doane,Doane,NAIA,GPAC,naiat1,2,14,2,3,7,7,5,9,2,2,10,4,,,,
dordt,Dordt,NAIA,GPAC,naiat1,9,4,6,9,7,4,6,8,4,5,6,6,,,,
eastern_oregon,Eastern Oregon,NAIA,Cascade,naiat2,9,8,2,3,9,5,11,4,5,13,0,6,,,,
evangel,Evangel,NAIA,KCAC,naiat2,2,14,1,5,6,6,8,6,4,8,5,5,,,,
florida_memorial,Florida Memorial,NAIA,Continental,naiat1,3,8,4,9,8,2,7,7,3,7,8,3,,,,
freedhardeman,Freed-Hardeman,NAIA,Mid-South,naiat1,4,11,1,7,9,2,11,6,2,10,7,1,,,,
friends,Friends,NAIA,KCAC,naiat2,4,12,2,9,6,5,6,8,5,4,12,2,,,,
goshen,Goshen,NAIA,Crossroads,naiat2,2,12,3,1,15,2,5,9,4,6,8,3,,,,
