school_id,name,division,conference,conf_tier,2022_W,2022_L,2022_D,2023_W,2023_L,2023_D,2024_W,2024_L,2024_D,2025_W,2025_L,2025_D,2022_ps,2023_ps,2024_ps,2025_ps
colorado_christian,Colorado Christian,D2,RMAC,d2t1,8,7,4,5,6,6,4,6,8,2,13,3,,,,
colorado_mesa,Colorado Mesa,D2,RMAC,d2t1,9,7,1,10,4,5,5,10,2,8,7,3,,,,
colorado_school_of_mines,Colorado School of Mines,D2,RMAC,d2t1,13,5,3,5,6,6,7,10,2,3,10,4,,,,
colorado_statepueblo,Colorado State-Pueblo,D2,RMAC,d2t1,19,4,2,18,5,3,17,4,3,9,3,7,final,final,,
commonwealth_universitybloomsburg,Commonwealth University-Bloomsburg,D2,PSAC,d2t1,14,5,1,11,4,5,15,4,2,10,3,6,,,,
commonwealth_universitylock_haven,Commonwealth University-Lock Haven,D2,PSAC,d2t1,6,7,5,7,8,3,8,8,1,8,7,4,,,,
concord,Concord,D2,Mountain East,d2t1,4,12,2,8,5,7,15,4,3,13,4,3,,,,
converse,Converse,D2,Conference Carolinas,d2t1,13,1,5,12,4,4,9,1,9,7,7,3,,,,
dyouville,D'Youville,D2,ECC,d2t1,1,14,0,0,13,0,5,8,4,4,9,3,,,,
daemen,Daemen,D2,ECC,d2t1,7,7,3,3,11,1,3,10,2,1,16,0,,,,
dallas_baptist,Dallas Baptist,D2,LSC,d2t1,7,6,5,6,8,6,6,5,8,7,7,4,,,,
davenport,Davenport,D2,GLIAC,d2t1,8,8,3,6,5,5,9,8,4,4,8,6,,,,
davis_elkins,Davis & Elkins,D2,Mountain East,d2t1,16,3,1,9,7,4,10,6,3,8,7,4,,,,
delta_state,Delta State,D2,GSC,d2t1,3,7,5,8,8,3,4,6,7,2,10,3,,,,
district_of_columbia,District of Columbia,D2,ECC,d2t1,7,7,2,7,7,6,8,8,4,9,4,4,,,,
dominican_ca,Dominican (CA),D2,PacWest,d2t2,12,6,0,8,5,4,7,9,1,5,10,1,,,,
dominican_college_ny,Dominican College (NY),D2,CACC,d2t1,,,,8,5,4,7,9,1,4,10,3,,,,
drury,Drury,D2,GLVC,d2t1,7,3,7,4,9,5,8,6,4,8,5,5,,,,
east_stroudsburg,East Stroudsburg,D2,PSAC,d2t1,8,9,3,8,3,6,8,4,5,9,7,2,,,,
eastern_new_mexico,Eastern New Mexico,D2,LSC,d2t1,5,8,2,4,7,6,4,7,6,4,7,6,,,,
eckerd,Eckerd,D2,Sunshine State,d2t1,5,6,4,5,6,4,4,11,1,3,8,5,,,,
embryriddle,Embry-Riddle,D2,Sunshine State,d2t1,2,10,3,4,9,2,4,8,3,2,13,2,,,,
emmanuel_ga,Emmanuel (GA),D2,Conference Carolinas,d2t1,6,8,3,8,6,3,8,4,3,7,8,3,,,,
emory_henry,Emory & Henry,D2,SAC,d2t1,0,15,0,0,15,0,0,14,1,8,4,5,,,,
erskine,Erskine,D2,Conference Carolinas,d2t1,1,14,1,1,15,0,3,9,1,2,10,2,,,,
felician,Felician,D2,CACC,d2t1,8,7,3,8,7,3,17,4,3,8,7,3,,,,
findlay,Findlay,D2,GMAC,d2t1,4,8,1,7,6,5,12,4,5,9,6,4,,,,
flagler,Flagler,D2,Peach Belt,d2t1,10,4,3,6,8,4,12,5,3,15,3,6,,,,
florida_southern,Florida Southern,D2,Sunshine State,d2t1,4,5,7,5,6,6,3,7,4,6,9,2,,,,
florida_tech,Florida Tech,D2,Sunshine State,d2t1,10,1,7,13,3,5,10,6,1,8,3,8,,,,
fort_hays_state,Fort Hays State,D2,GAC,d2t1,8,5,6,8,8,2,13,4,4,20,1,3,,,,
fort_lewis,Fort Lewis,D2,RMAC,d2t1,0,11,0,9,5,3,14,4,6,9,4,4,,,,
francis_marion,Francis Marion,D2,Conference Carolinas,d2t1,8,6,5,7,4,6,10,5,7,8,4,5,,,,
franklin_pierce,Franklin Pierce,D2,Northeast-10,d2t1,25,0,1,21,0,2,12,3,5,12,4,4,champion,champion,,
fresno_pacific,Fresno Pacific,D2,CCAA,d2t2,3,11,3,5,9,2,8,7,5,7,9,2,,,,
frostburg_state,Frostburg State,D2,MEC,d2t1,4,9,5,6,11,1,10,8,1,7,9,2,,,,
gannon,Gannon,D2,PSAC,d2t1,13,5,2,18,2,2,14,4,3,15,3,4,,,,
georgia_southwestern,Georgia Southwestern,D2,Peach Belt,d2t1,6,8,4,2,11,3,4,8,3,4,7,5,,,,
georgian_court,Georgian Court,D2,CACC,d2t1,5,10,3,5,9,5,11,8,1,5,9,3,,,,
goldeybeacom,Goldey-Beacom,D2,CACC,d2t1,0,16,2,6,10,2,7,12,0,2,13,3,,,,
harding,Harding,D2,GAC,d2t1,4,11,2,6,11,1,2,13,3,2,14,2,,,,
hawaii_hilo,Hawaii Hilo,D2,PacWest,d2t2,4,8,4,10,6,0,11,6,1,12,6,2,,,,
hawaii_pacific,Hawaii Pacific,D2,PacWest,d2t2,8,6,2,4,11,3,5,9,0,6,8,2,,,,
holy_family,Holy Family,D2,CACC,d2t1,12,6,2,5,8,4,6,9,3,7,9,3,,,,
illinois_springfield,Illinois Springfield,D2,GLVC,d2t1,7,4,8,13,1,7,5,8,5,3,11,3,,,,
indianapolis,Indianapolis,D2,GLVC,d2t1,10,5,3,12,2,7,9,5,4,11,6,3,,,,
jamestown,Jamestown,D2,Independent,d2t1,6,11,1,3,10,4,3,9,3,3,9,0,,,,
jessup,Jessup,D2,PacWest,d2t2,4,10,3,7,8,4,4,8,5,2,11,4,,,,
kentucky_wesleyan,Kentucky Wesleyan,D2,GMAC,d2t1,8,7,3,8,5,6,10,6,4,10,4,7,,,,
king_tn,King (TN),D2,Conference Carolinas,d2t1,2,11,2,3,13,1,4,7,4,5,8,4,,,,
lake_erie,Lake Erie,D2,GMAC,d2t1,12,8,5,11,7,4,9,7,3,5,6,8,,,,
lander,Lander,D2,Peach Belt,d2t1,12,3,6,9,5,4,3,8,6,9,3,6,,,,
lee_tn,Lee (TN),D2,GSC,d2t1,9,4,2,8,6,4,4,7,6,5,7,4,,,,
leesmcrae,Lees-McRae,D2,Conference Carolinas,d2t1,8,3,7,4,8,5,4,5,7,6,6,7,,,,
lenoirrhyne,Lenoir-Rhyne,D2,SAC,d2t1,12,4,3,7,5,6,8,8,1,8,5,4,,,,
lewis,Lewis,D2,GLVC,d2t1,11,5,3,13,4,6,11,3,8,5,6,7,,,,
lincoln_mo,Lincoln (MO),D2,GLVC,d2t1,,,,,,,5,6,5,12,2,6,,,,
lincoln_memorial,Lincoln Memorial,D2,SAC,d2t1,10,8,1,11,5,3,9,4,3,9,7,3,,,,
lubbock_christian,Lubbock Christian,D2,Lone Star,d2t1,7,8,4,6,4,7,6,6,5,8,8,4,,,,
lynn,Lynn,D2,Sunshine State,d2t1,6,4,5,10,3,6,20,0,2,14,3,2,,,champion,
malone,Malone,D2,GMAC,d2t1,4,14,0,2,13,2,5,9,3,3,11,3,,,,
mars_hill,Mars Hill,D2,SAC,d2t1,8,7,2,5,7,6,10,5,4,4,6,7,,,,
maryville_mo,Maryville (MO),D2,GLVC,d2t1,12,5,5,12,4,6,11,5,6,12,6,3,,,,
mckendree,McKendree,D2,GLVC,d2t1,5,5,6,12,2,7,15,1,7,10,6,5,,,,
menlo,Menlo,D2,CCAA,d2t2,7,5,6,10,2,5,10,4,3,11,4,2,,,,
mercy,Mercy,D2,ECC,d2t1,12,3,5,9,4,5,9,3,5,7,6,5,,,,
metro_state_denver,Metro State Denver,D2,RMAC,d2t1,10,6,2,7,8,4,7,8,4,10,5,5,,,,
middle_georgia_state,Middle Georgia State,D2,Peach Belt,d2t1,1,13,1,1,14,0,5,7,5,4,12,2,,,,
midwestern_state,Midwestern State,D2,LSC,d2t1,13,6,3,20,1,1,15,3,3,19,3,3,,,,champion
millersville,Millersville,D2,PSAC,d2t1,10,3,5,14,3,3,9,6,3,11,4,4,,,,
mississippi_college,Mississippi College,D2,GSC,d2t1,11,4,2,12,2,3,8,5,3,15,3,4,,,,
missouri_st,Missouri S&T,D2,GLVC,d2t1,5,7,5,4,9,4,8,6,4,9,6,3,,,,
molloy,Molloy,D2,ECC,d2t1,8,4,8,3,11,3,8,8,4,3,7,7,,,,
monroe_ny,Monroe (NY),D2,ECC,d2t1,14,1,3,12,2,4,7,5,1,9,5,2,,,,
montevallo,Montevallo,D2,GSC,d2t1,8,5,3,3,10,3,6,8,2,5,5,7,,,,
mount_olive,Mount Olive,D2,Conference Carolinas,d2t1,9,6,2,4,8,4,4,7,5,4,9,6,,,,
newberry,Newberry,D2,SAC,d2t1,4,8,3,3,9,2,4,9,1,6,4,4,,,,
newman,Newman,D2,GAC,d2t1,1,14,3,4,10,3,8,10,1,7,5,7,,,,
north_georgia,North Georgia,D2,Peach Belt,d2t1,6,10,2,9,8,2,8,6,3,10,5,5,,,,
northeastern_state,Northeastern State,D2,GAC,d2t1,9,6,3,8,6,4,3,8,7,8,8,3,,,,
northern_michigan,Northern Michigan,D2,GLIAC,d2t1,5,8,4,2,10,4,6,8,2,9,5,6,,,,
northwest_nazarene,Northwest Nazarene,D2,GNAC,d2t2,15,4,3,5,7,6,6,8,4,7,7,4,,,,
northwood,Northwood,D2,GMAC,d2t1,8,6,4,6,8,4,4,11,2,0,12,5,,,,
nova_southeastern,Nova Southeastern,D2,Sunshine State,d2t1,7,6,4,7,7,3,7,5,3,8,4,3,,,,
ohio_dominican,Ohio Dominican,D2,GMAC,d2t1,3,11,3,2,10,4,3,12,2,3,10,5,,,,
oklahoma_christian,Oklahoma Christian,D2,LSC,d2t1,11,5,5,5,9,6,6,8,3,6,10,1,,,,
ouachita_baptist,Ouachita Baptist,D2,GAC,d2t1,1,13,4,0,14,4,3,13,2,6,9,3,,,,
palm_beach_atlantic,Palm Beach Atlantic,D2,Sunshine State,d2t1,8,5,2,6,8,2,6,6,3,13,3,2,,,,
pennwest_california,PennWest California,D2,PSAC,d2t1,4,11,1,4,13,1,5,8,4,2,12,2,,,,
pennwest_johnstown,PennWest Johnstown,D2,PSAC,d2t1,1,12,2,4,9,1,3,13,1,7,8,1,,,,
point_loma_nazarene,Point Loma Nazarene,D2,PacWest,d2t2,9,6,3,13,5,1,11,4,3,16,4,2,,,,
point_park,Point Park,D2,Mountain East,d2t1,6,9,4,10,6,3,6,10,1,8,9,2,,,,
post,Post,D2,CACC,d2t1,16,4,2,13,2,6,13,5,5,9,3,7,,,,
purdue_northwest,Purdue Northwest,D2,GLIAC,d2t1,6,8,4,10,4,4,7,9,2,3,12,3,,,,
queens_cuny,Queens (CUNY),D2,ECC,d2t1,4,10,2,12,8,2,11,5,2,13,3,4,,,,
quincy,Quincy,D2,GLVC,d2t1,3,11,3,5,10,2,5,9,3,8,7,3,,,,
regis_co,Regis (CO),D2,RMAC,d2t1,8,9,2,6,10,2,7,3,9,9,6,4,,,,
roberts_wesleyan,Roberts Wesleyan,D2,ECC,d2t1,11,5,6,7,8,5,9,7,3,10,3,7,,,,
rockhurst,Rockhurst,D2,GLVC,d2t1,7,4,5,7,8,2,6,9,2,12,5,4,,,,
rogers_state,Rogers State,D2,GAC,d2t1,10,4,6,12,6,2,9,5,7,14,4,5,,,,
rollins,Rollins,D2,Sunshine State,d2t1,11,4,4,9,5,3,10,6,1,14,5,5,,,,final
roosevelt,Roosevelt,D2,GLIAC,d2t1,9,7,1,11,6,2,11,4,3,9,4,5,,,,
saginaw_valley_state,Saginaw Valley State,D2,GLIAC,d2t1,14,1,4,6,8,4,16,6,0,11,3,4,,,,
saint_anselm,Saint Anselm,D2,Northeast-10,d2t1,7,9,0,6,9,3,3,9,4,4,6,5,,,,
saint_leo,Saint Leo,D2,Sunshine State,d2t1,7,9,0,4,9,4,3,9,4,5,8,4,,,,
saint_martins,Saint Martin's,D2,GNAC,d2t2,2,14,2,4,8,4,0,18,0,1,17,0,,,,
saint_michaels,Saint Michael's,D2,Northeast-10,d2t1,3,9,4,5,6,4,9,8,1,8,6,3,,,,
salem,Salem,D2,Mountain East,d2t1,9,5,5,2,12,3,4,12,2,7,8,6,,,,
san_francisco_state,San Francisco State,D2,CCAA,d2t2,4,7,6,3,11,3,1,11,5,1,11,5,,,,
seattle_pacific,Seattle Pacific,D2,GNAC,d2t2,7,6,6,5,9,4,8,6,4,12,5,4,,,,
seton_hill,Seton Hill,D2,PSAC,d2t1,8,9,2,6,12,1,10,5,4,11,6,1,,,,
shaw,Shaw,D2,Independent,d2t1,6,7,3,9,10,1,4,9,0,4,8,2,,,,
shawnee_state,Shawnee State,D2,Mountain East,d2t1,11,8,0,6,8,4,8,8,3,7,5,5,,,,
shepherd,Shepherd,D2,PSAC,d2t1,0,11,0,3,11,3,5,9,4,6,11,0,,,,
shippensburg,Shippensburg,D2,PSAC,d2t1,4,8,4,4,9,3,2,13,1,3,9,4,,,,
shorter,Shorter,D2,Conference Carolinas,d2t1,3,10,1,2,14,0,2,12,1,3,13,0,,,,
simon_fraser,Simon Fraser,D2,GNAC,d2t2,11,5,1,11,5,2,6,10,2,6,9,3,,,,
slippery_rock,Slippery Rock,D2,PSAC,d2t1,5,10,2,5,8,4,9,4,5,7,7,3,,,,
south_carolina_aiken,South Carolina Aiken,D2,Peach Belt,d2t1,2,13,1,2,13,1,4,7,5,5,8,4,,,,
south_dakota_mines,South Dakota Mines,D2,RMAC,d2t1,1,14,3,3,15,0,1,14,2,7,7,3,,,,
southern_connecticut_state,Southern Connecticut State,D2,Northeast-10,d2t1,9,5,3,6,8,3,6,8,3,8,5,4,,,,
southern_nazarene,Southern Nazarene,D2,GAC,d2t1,12,6,3,14,5,2,12,5,4,6,8,3,,,,
southern_new_hampshire,Southern New Hampshire,D2,Northeast-10,d2t1,8,6,4,10,6,4,14,2,3,17,3,2,,,,
southern_wesleyan,Southern Wesleyan,D2,Conference Carolinas,d2t1,2,12,1,5,12,1,4,9,2,4,9,3,,,,
southwest_baptist,Southwest Baptist,D2,GLVC,d2t1,0,14,2,2,11,3,2,13,3,7,9,2,,,,
spring_hill,Spring Hill,D2,GSC,d2t1,4,8,4,4,11,2,5,8,3,1,11,1,,,,
st_cloud_state,St. Cloud State,D2,GLIAC,d2t1,3,10,4,3,6,6,9,8,1,4,12,1,,,,
st_marys_tx,St. Mary's (TX),D2,LSC,d2t1,12,2,6,8,5,6,12,4,4,3,8,6,,,,
st_thomas_aquinas,St. Thomas Aquinas,D2,ECC,d2t1,6,6,4,10,2,5,6,8,3,7,8,2,,,,
staten_island,Staten Island,D2,ECC,d2t1,4,11,2,4,7,4,2,12,1,2,7,5,,,,
sul_ross_state,Sul Ross State,D2,LSC,d2t1,0,11,4,1,10,5,6,9,2,5,5,7,,,,
tampa,Tampa,D2,Sunshine State,d2t1,7,7,3,4,5,6,9,6,2,6,5,4,,,,
texas_am_international,Texas A&M International,D2,LSC,d2t1,3,9,6,7,6,5,3,11,2,3,9,5,,,,
thomas_jefferson,Thomas Jefferson,D2,CACC,d2t1,7,7,4,9,9,0,9,7,3,6,8,4,,,,
thomas_more,Thomas More,D2,GMAC,d2t1,10,6,2,10,7,3,8,9,3,9,7,3,,,,
tiffin,Tiffin,D2,GMAC,d2t1,10,4,4,14,3,3,14,6,1,13,2,5,,,,
trevecca_nazarene,Trevecca Nazarene,D2,GSC,d2t1,7,9,1,5,11,2,5,9,3,6,8,3,,,,
truman_state,Truman State,D2,GLVC,d2t1,5,6,6,6,6,4,4,7,5,3,10,3,,,,
tusculum,Tusculum,D2,SAC,d2t1,2,7,5,8,5,3,2,10,2,5,9,1,,,,
uc_merced,UC Merced,D2,CCAA,d2t2,12,3,5,3,10,3,12,1,3,3,10,3,,,,
uccs,UCCS,D2,RMAC,d2t1,11,5,4,10,6,5,14,3,4,12,6,5,,,,
umsl,UMSL,D2,GLVC,d2t1,5,8,3,4,9,2,7,5,6,5,6,6,,,,
ut_dallas,UT Dallas,D2,LSC,d2t1,9,6,4,10,6,5,13,1,2,11,5,2,,,,
ut_tyler,UT Tyler,D2,LSC,d2t1,7,6,3,5,4,8,4,6,7,8,8,3,,,,
union_tn,Union (TN),D2,GSC,d2t1,4,11,1,3,10,2,6,10,1,3,7,6,,,,
upper_iowa,Upper Iowa,D2,GLVC,d2t1,2,13,2,7,7,3,2,12,3,4,11,2,,,,
vanguard,Vanguard,D2,PacWest,d2t2,10,5,3,9,2,6,8,4,3,9,5,4,,,,
virginia_state,Virginia State,D2,Independent,d2t1,2,9,3,2,9,3,2,10,1,2,9,3,,,,
walsh,Walsh,D2,GMAC,d2t1,10,6,3,8,6,4,4,11,3,3,10,5,,,,
west_alabama,West Alabama,D2,GSC,d2t1,6,5,5,8,2,6,5,7,3,5,8,2,,,,
west_chester,West Chester,D2,PSAC,d2t1,10,5,3,11,5,5,8,7,4,10,6,3,,,,
west_florida,West Florida,D2,GSC,d2t1,12,2,5,12,1,6,12,3,4,13,2,5,,,,
west_liberty,West Liberty,D2,Mountain East,d2t1,3,11,4,5,6,7,6,10,3,7,9,4,,,,
west_texas_am,West Texas A&M,D2,LSC,d2t1,6,4,9,7,6,5,6,7,5,6,9,2,,,,
west_virginia_wesleyan,West Virginia Wesleyan,D2,Mountain East,d2t1,7,8,4,8,8,3,4,11,4,4,11,3,,,,
western_oregon,Western Oregon,D2,GNAC,d2t2,2,13,2,11,3,3,14,5,1,11,5,4,,,,
western_washington,Western Washington,D2,GNAC,d2t2,12,4,3,6,6,6,10,5,3,8,8,3,,,,
westminster_ut,Westminster (UT),D2,RMAC,d2t1,10,8,1,8,6,5,6,7,5,11,7,2,,,,
westmont,Westmont,D2,PacWest,d2t2,9,5,2,12,7,3,12,5,4,6,9,2,,,,
wheeling,Wheeling,D2,Mountain East,d2t1,8,11,1,1,13,3,2,12,4,1,15,1,,,,
william_jewell,William Jewell,D2,GLVC,d2t1,3,6,3,0,12,4,5,8,4,3,10,4,,,,
wilmington_de,Wilmington (DE),D2,CACC,d2t1,10,5,5,8,6,4,8,10,2,12,3,6,,,,
wingate,Wingate,D2,SAC,d2t1,10,5,7,12,5,2,6,8,1,3,9,3,,,,
wisconsinparkside,Wisconsin-Parkside,D2,GLIAC,d2t1,12,4,4,9,5,3,6,7,4,5,5,6,,,,
young_harris,Young Harris,D2,Conference Carolinas,d2t1,7,6,3,9,3,6,11,3,4,15,2,3,,,,
adrian,Adrian,D3,MIAA-D3,d3t2,2,14,2,1,13,2,11,4,2,6,13,1,,,,
albertus_magnus,Albertus Magnus,D3,NAC,d3t2,8,6,4,10,3,5,11,5,4,8,8,3,,,,
albion,Albion,D3,MIAA-D3,d3t2,8,7,3,9,7,1,3,6,5,12,3,2,,,,
albright,Albright,D3,MAC Commonwealth,d3t2,3,12,2,9,6,3,7,9,2,5,8,5,,,,
alfred_state,Alfred State,D3,SUNYAC,d3t2,10,6,4,17,4,1,13,3,3,9,4,6,,,,
alfred_university,Alfred University,D3,Empire 8,d3t2,4,8,4,6,7,5,5,10,2,4,9,4,,,,
allegheny,Allegheny,D3,PAC,d3t2,5,8,4,6,11,0,7,11,3,9,8,5,,,,
alma,Alma,D3,MIAA-D3,d3t2,3,11,1,4,11,2,9,8,1,6,10,2,,,,
alvernia,Alvernia,D3,MAC Commonwealth,d3t2,11,5,6,13,7,1,11,9,3,3,9,7,,,,
amherst,Amherst,D3,NESCAC,d3t1,14,1,6,17,3,4,16,2,4,8,6,3,,final,champion,
anderson_in,Anderson (IN),D3,HCAC,d3t1,,,,10,7,2,,,,,,,,,,
anna_maria,Anna Maria,D3,MASCAC,d3t2,,,,,,,,,,,,,,,,
arcadia,Arcadia,D3,MAC Freedom,d3t2,8,5,6,3,8,6,12,6,2,7,5,7,,,,
asbury,Asbury,D3,CCS,d3t2,8,6,4,11,5,4,10,8,3,7,7,4,,,,
augsburg,Augsburg,D3,MIAC,d3t1,10,3,5,8,4,6,12,4,5,18,3,3,,,,
augustana_il,Augustana (IL),D3,CCIW,d3t2,0,14,2,0,14,2,5,7,2,4,8,3,,,,
aurora,Aurora,D3,NACC,d3t2,10,4,6,14,3,4,11,6,4,13,4,3,,,,
austin_college,Austin College,D3,ASC,d3t2,3,12,1,7,8,1,6,12,2,8,7,3,,,,
averett,Averett,D3,ODAC,d3t2,4,9,5,6,5,7,5,6,6,4,8,4,,,,
babson,Babson,D3,NEWMAC,d3t1,15,3,3,11,4,7,17,1,7,11,7,4,,,,
baldwin_wallace,Baldwin Wallace,D3,OAC,d3t2,11,6,2,7,10,2,7,8,5,7,12,2,,,,
bard,Bard,D3,Liberty League,d3t2,4,10,1,6,7,2,6,10,1,8,7,3,,,,
bates,Bates,D3,NESCAC,d3t1,6,5,4,3,11,1,6,7,2,7,6,3,,,,
belhaven,Belhaven,D3,CCS,d3t2,6,7,5,9,4,5,12,4,4,10,6,4,,,,
beloit,Beloit,D3,MWC-D3,d3t2,3,8,4,3,10,2,2,16,0,7,9,4,,,,
benedictine_il,Benedictine (IL),D3,CCIW,d3t2,10,7,4,5,10,1,6,9,2,5,10,3,,,,
berea,Berea,D3,HCAC,d3t1,9,7,3,7,11,1,5,13,2,2,12,3,,,,
berry,Berry,D3,SAA,d3t2,9,2,6,5,7,5,6,5,6,11,6,5,,,,
bethany_wv,Bethany (WV),D3,PAC,d3t2,9,6,6,4,10,3,1,11,4,5,9,3,,,,
bethany_lutheran,Bethany Lutheran,D3,UMAC,d3t2,15,4,3,13,7,2,12,7,3,12,7,2,,,,
bethel_mn,Bethel (MN),D3,MIAC,d3t1,10,9,1,5,8,4,11,8,0,10,6,3,,,,
blackburn,Blackburn,D3,SLIAC,d3t2,4,10,5,2,14,2,3,10,5,5,11,1,,,,
bluffton,Bluffton,D3,HCAC,d3t1,7,8,3,7,8,2,6,7,5,8,10,1,,,,
bob_jones,Bob Jones,D3,ASC,d3t2,15,4,1,11,5,3,17,2,2,6,8,3,,,,
bowdoin,Bowdoin,D3,NESCAC,d3t1,13,2,5,9,3,4,8,6,5,12,4,4,,,,
brandeis,Brandeis,D3,UAA,d3t1,6,8,2,3,8,6,9,5,2,10,4,5,,,,
brevard,Brevard,D3,USA South,d3t2,12,6,3,7,9,4,8,4,3,5,6,4,,,,
bridgewater_va,Bridgewater (VA),D3,ODAC,d3t2,9,6,3,7,4,6,7,6,5,12,5,2,,,,
bridgewater_state,Bridgewater State,D3,MASCAC,d3t2,7,8,4,12,3,5,10,5,3,13,6,1,,,,
bryn_athyn,Bryn Athyn,D3,CSAC,d3t2,3,10,2,5,9,1,2,11,1,2,11,1,,,,
buena_vista,Buena Vista,D3,American Rivers,d3t2,0,15,2,1,15,3,9,11,0,5,11,1,,,,
cairn,Cairn,D3,CSAC,d3t2,9,6,5,8,5,5,11,3,5,5,10,3,,,,
cal_lutheran,Cal Lutheran,D3,SCIAC,d3t1,5,5,8,6,5,7,6,9,5,2,11,5,,,,
caltech,Caltech,D3,SCIAC,d3t1,3,8,2,6,6,4,8,7,3,7,9,1,,,,
calvin,Calvin,D3,MIAA-D3,d3t2,17,3,2,18,2,2,14,6,2,17,4,1,,,,
capital,Capital,D3,OAC,d3t2,5,10,2,10,7,1,7,9,4,4,10,3,,,,
carleton,Carleton,D3,MIAC,d3t1,8,7,3,15,3,2,12,5,3,9,5,3,,,,
carlow,Carlow,D3,AMCC,d3t2,3,14,1,2,13,1,3,13,0,2,12,0,,,,
carnegie_mellon,Carnegie Mellon,D3,UAA,d3t1,11,5,1,7,6,4,8,4,5,9,4,5,,,,
carroll_wi,Carroll (WI),D3,MWC-D3,d3t2,,,,7,9,1,9,4,5,6,10,2,,,,
carthage,Carthage,D3,CCIW,d3t2,8,7,5,11,6,2,6,8,2,3,9,4,,,,
case_western_reserve,Case Western Reserve,D3,UAA,d3t1,10,3,4,10,3,4,5,5,6,7,5,5,,,,
catholic,Catholic,D3,Landmark,d3t2,13,4,4,12,7,2,10,6,5,14,1,6,,,,
centenary_la,Centenary (LA),D3,SLIAC,d3t2,4,10,4,,,,5,11,4,3,11,3,,,,
centenary_nj,Centenary (NJ),D3,CSAC,d3t2,4,10,4,2,13,0,5,11,4,3,11,3,,,,
central_ia,Central (IA),D3,American Rivers,d3t2,3,11,2,7,8,2,8,9,2,9,4,5,,,,
centre,Centre,D3,SAA,d3t2,2,12,2,8,7,3,11,4,3,3,9,6,,,,
chapman,Chapman,D3,SCIAC,d3t1,11,3,6,6,5,6,6,9,6,6,6,5,,,,
chatham,Chatham,D3,PAC,d3t2,3,10,3,6,9,3,7,6,6,4,9,6,,,,
christopher_newport,Christopher Newport,D3,C2C,d3t2,13,4,2,11,5,2,6,7,5,13,3,5,,,,
claremontmuddscripps,Claremont-Mudd-Scripps,D3,SCIAC,d3t1,4,3,5,8,3,6,16,4,3,4,10,6,,,,
clark_ma,Clark (MA),D3,NEWMAC,d3t1,2,14,1,4,9,4,5,9,4,5,9,3,,,,
clarkson,Clarkson,D3,Liberty League,d3t2,9,4,3,9,5,1,7,2,8,7,5,5,,,,
coe,Coe,D3,American Rivers,d3t2,2,14,1,8,7,2,6,11,1,4,9,4,,,,
colby,Colby,D3,NESCAC,d3t1,4,4,7,6,6,2,6,8,1,5,4,6,,,,
colbysawyer,Colby-Sawyer,D3,CCC,d3t2,5,11,3,3,11,4,7,10,2,4,10,4,,,,
college_of_wooster,College of Wooster,D3,NCAC,d3t2,5,7,5,6,8,3,7,9,2,11,2,6,,,,
colorado_college,Colorado College,D3,SCAC,d3t2,8,3,6,15,3,3,16,3,3,12,1,6,,,,
concordia_mn,Concordia (MN),D3,MIAC,d3t1,3,14,1,4,11,2,1,13,3,0,13,4,,,,
concordia_chicago,Concordia Chicago,D3,NACC,d3t2,3,10,2,,,,,,,1,15,2,,,,
concordia_texas,Concordia Texas,D3,ASC,d3t2,10,3,4,9,6,3,9,5,4,9,4,5,,,,
concordia_wisconsin,Concordia Wisconsin,D3,NACC,d3t2,9,4,5,6,9,2,5,10,3,4,10,4,,,,
connecticut_college,Connecticut College,D3,NESCAC,d3t1,7,6,5,12,2,7,14,3,7,12,3,6,,,final,
cornell_college,Cornell College,D3,MWC-D3,d3t2,8,6,3,6,8,5,4,12,1,7,9,1,,,,
covenant,Covenant,D3,CCS,d3t2,13,4,6,10,5,3,12,3,3,8,5,5,,,,
crown_mn,Crown (MN),D3,UMAC,d3t2,8,14,3,10,10,4,14,10,2,7,12,4,,,,
curry,Curry,D3,CCC,d3t2,6,5,5,9,7,3,6,10,4,5,13,2,,,,
depauw,DePauw,D3,NCAC,d3t2,6,7,5,7,7,4,10,5,6,12,3,5,,,,
desales,DeSales,D3,MAC Freedom,d3t2,6,10,2,5,7,5,12,5,3,4,11,3,,,,
dean_college,Dean College,D3,NECC,d3t2,4,8,4,9,5,3,3,13,1,8,9,2,,,,
delaware_valley,Delaware Valley,D3,MAC Freedom,d3t2,6,9,0,3,10,4,9,8,2,10,5,2,,,,
denison,Denison,D3,NCAC,d3t2,10,5,3,12,5,3,15,2,6,15,3,3,,,,
dickinson,Dickinson,D3,Centennial,d3t1,7,7,4,9,7,2,17,4,3,16,0,8,,,,
dominican_il,Dominican (IL),D3,NACC,d3t2,10,4,3,14,4,3,12,5,4,7,8,4,,,,
drew,Drew,D3,Landmark,d3t2,12,2,4,10,7,2,7,9,3,11,6,3,,,,
earlham,Earlham,D3,HCAC,d3t1,3,12,1,4,9,4,4,11,2,3,11,3,,,,
east_texas_baptist,East Texas Baptist,D3,ASC,d3t2,7,7,3,3,8,5,8,10,1,9,9,1,,,,
eastern_pa,Eastern (PA),D3,MAC Commonwealth,d3t2,6,8,3,4,8,4,5,8,5,6,9,3,,,,
eastern_connecticut,Eastern Connecticut,D3,LEC,d3t2,12,6,2,6,7,4,4,8,4,8,7,2,,,,
eastern_mennonite,Eastern Mennonite,D3,ODAC,d3t2,1,10,6,7,7,4,6,6,8,7,7,5,,,,
